ID,DetoP(GPa),smiles
WAXJUC,9.6,N[C@@H]([C@@H](c1cccc(c1)[N+](=O)[O-])N)c1cccc(c1)[N+](=O)[O-]
WEFBAM,6.6,Nc1ccc(cc1NCc1ccccc1)[N+](=O)[O-]
WEFBEQ,7.3,Nc1ccc(cc1NCc1ccccn1)[N+](=O)[O-]
WEHCIX,6.5,N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)[N+](=O)[O-]
WEHCOD,6.4,N#Cc1c(oc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WEKGOJ,26.9,[O-][N+](=O)c1cc(nc(c1)[N+](=O)[O-])[N+](=O)[O-]
WEKGUP,33.9,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[N+](=O)C(=C1)[N+](=O)[O-]
WENRAJ,11.3,O=C1Nc2c(C1=O)cc(cc2)[N+](=O)[O-]
WERPUE,7.8,OCCn1c(/C=C/c2ccccc2)ncc1[N+](=O)[O-]
WERVEU02,16.1,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
WERYEX,28.7,[O-][N+](=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\[N+](=O)[O-])/N2
WETGEJ,22.7,N#[N+]C1=C(N=[N+](C1=O)C)[N+](=O)[O-]
WIGTOX,10.5,CC(=O)Cn1c(C)ncc1[N+](=O)[O-]
WIGVEP,4.9,[O-][N+](=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2
WIGYOC01,7.9,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
WIHBEV,7.3,O=C(c1ccccc1)NNC(=O)c1ccccc1[N+](=O)[O-]
WIJCEX,5.5,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C
WILBAU,5.2,[O-][N+](=O)c1c([nH]nc1C(C)(C)C)C(C)(C)C
WINJAF,18.4,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WIPFUX,6,Cc1ccccc1NC(=O)c1ccccc1[N+](=O)[O-]
WISBIJ,8,COc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
WISBOP,8,[O-][N+](=O)c1cn(c(n1)C)c1ccc(cc1)C(=O)C
WIXBUB,5.8,COc1ccc(c(c1)[C@@H](c1cccc(c1)[N+](=O)[O-])NC(=O)C)O
WOBHUQ,6.1,COc1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-]
WOBJAY,5.7,CN(c1ccc(cc1)/C=C/C=N/c1cccc(c1)[N+](=O)[O-])C
WOBJEC,5.6,CN(c1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-])C
WOBLUU,28.9,[O-][N+](=O)Cn1cnc(n1)[N+](=O)[O-]
WOGNUB,13.4,CC1=NN(C(=O)C1)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGPAJ,14.2,Oc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGVIY,7.3,COc1ccc(cc1OC)/N=C/c1ccc(cc1)[N+](=O)[O-]
WOJJUC01,5.9,[O-][N+](=O)c1ccccc1/C=N/N(c1ccccc1)c1ccccc1
WOKSIY,6.9,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C
WOQXOR,14.1,O/N=C/c1ccc(c(c1)[N+](=O)[O-])O
WOTVAC,5.4,CCCCCCOC(=O)Nc1ccc(cc1)[N+](=O)[O-]
WOVXOU,10,[O-][N+](=O)c1ncn(c1)c1ccccc1
WOVXUA,9.6,[O-][N+](=O)c1ncn(c1)c1ncn(c1)c1ccccc1
WUBJAG,31.2,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3[C@H]([C@@H]1C[C@@H]([C@H]2O[N+](=O)[O-])C3([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-]
WUKZIL,12.7,CN(c1ccncc1)[N+](=O)[O-]
WUMHES,7.6,O=CN1C[C@@H]2[C@]([C@@H]1C(C)C)(C2)[N+](=O)[O-]
WUPMAW,8.6,O=C(c1onc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WUVWAL01,8.2,Oc1ccccc1/C=N/Nc1ccc(cc1)[N+](=O)[O-]
WUVXIU,10.6,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1
WUXHAY,10.7,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-]
WUXJOO,14.3,COc1ccc(cc1[N+](=O)[O-])/C=C(\c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
XAHMIE01,38.5,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2
XAHZIS,16,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XAKMAY,12.5,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XALNEF,7,CCOC(=O)C1=CC[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-]
XALQEJ,7.2,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-]
XANLAC,7.1,[O-][N+](=O)c1ccc(cc1)c1cnc2c(n1)cccc2
XARXUM,9,COC(=O)C(C(=O)OC)Nc1ccc(cc1)[N+](=O)[O-]
XARYIY,16.7,O=[N+]1O[N-]C2=C1[C@@H]1[C@@H]3CC[C@H]([C@@]1(C=C2[N+](=O)[O-])[N+](=O)[O-])C=C3
XARYOE,13.7,[O-][N+]1=C2[C@@H]([C@H]3[C@@H](O1)C=CC3)C1=C([C@]3([C@@H]2[C@@H]2C=C[C@H]3C2)[N+](=O)[O-])[N-]O[N+]1=O
XATFIJ,9.4,C=C=C1CCCC[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
XATHOR,5.4,[O-][N+](=O)c1ccc2c(c1)nc1n2C(=CC(C1)(C)C)C
XATZUO,7.3,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
XAVMOW,14.1,ONC(=O)c1ccc(cc1)[N+](=O)[O-]
XAVPEQ,12.2,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-]
XAXRIX,7.3,C#CCN(c1ccc(cc1)C)Cc1ccc(o1)[N+](=O)[O-]
XAYKEO,5.7,Cc1ccc(n1c1ccc(cc1)[N+](=O)[O-])C
XAZFIO,6.5,O=C1CO[C@@]2([C@@]1(C)CCC2)Nc1ccc(cc1)[N+](=O)[O-]
XAZQAR,8.2,[O-][N+](=O)c1ccc2c(c1)NCCC2
XEBHET,18,CC([N-][N+](=O)c1nonc1N[N+](=O)[O-])(C)C
XEBKEW,13.3,Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XEDTAC,7.7,CC[C@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
XEKLOR,9.8,[O-][N+](=O)c1ccccc1CN1CN1Cc1ccccc1[N+](=O)[O-]
XEKWIW,10.7,O=C=Nc1ccc(cc1)[N+](=O)[O-]
XENCAV,13.6,C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XENGAZ,6.2,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
XENJOQ,7.5,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-]
XERGUW,8,O=C1[C@@H]2[C@@H]([C@@H]2[N+](=O)[O-])C(=O)N1Cc1ccccc1
XETJIR,15.8,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1nncc1
XETJOX,16.6,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
XETJUD,15.4,COc1ccc(c(c1[N+](=O)[O-])n1nncc1)[N+](=O)[O-]
XETKAK,14.9,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])Cn1nncc1
XETKIS,14.8,[O-][N+](=O)c1cc(ccc1Cn1nncc1)[N+](=O)[O-]
XETYUS,9,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-]
XEXYII,24.3,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XEXYOO,23.9,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XICKUQ,12.8,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XICLAX,7.7,NC(=O)[C@@H]1CCCN1c1ccc(cc1)[N+](=O)[O-]
XIDGIB,10.6,CON([C@H]1CCCC[C@H]1N(C=O)OC)/C=C/[N+](=O)[O-]
XIDKAX,6.8,COc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-]
XIDKIF,5.4,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C
XIDPEF,7.6,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-]
XIDXEQ,17.5,[O-][N+](=O)C1=[N+](C)C=N/C/1=C\[N+]#N
XIFFEX,9,[O-][N+](=O)c1nn(C)c(=O)c2c1N(CCCO2)Cc1ccccc1
XIKXUM,6,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1
XINFAE,9.2,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1O)[N+](=O)[O-])c1ccccc1
XIQYAY,6.7,N#Cc1c(cc(c(c1N)[N+](=O)[O-])c1ccccc1)c1ccco1
XIRQUM,10.3,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC
XISKAM,11.3,[O-][N+](=O)c1ccc(cc1)OCn1ncnc1
XIVJES,8.3,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
XIWHOA,4.8,CCCN(c1ccc(cc1)[N+](=O)[O-])CCC
XIXKUK,9.3,C[C@@H]1CCC[C@@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XIZSAD,9.6,C/C(=N/Nc1n(C)nc(c1[N+](=O)[O-])C)/c1ccccn1
XOJMIT01,8.8,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1
XOKKOY,7.8,COc1ccc(c(c1)O)/C=N/c1cccc(c1)[N+](=O)[O-]
XOLRUN,5.2,[O-][N+](=O)c1ccc(cc1)[C@@H]1Nc2ccccc2c2n1c1ccccc1n2
XOYYOA,9.4,[O-][N+](=O)c1ccc2c(c1)nn(c2C)C
XOZZAP,7.9,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1
XUBRES,8.8,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])OC(=O)C
XUCJEM,14.6,[O-][N+](=O)c1cn(cn1)C
XUGNIW,8.5,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-]
XUMRIH,9.4,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1
XUMRON,9.5,[O-][N+](=O)c1cc(ccc1N/N=C/[C@H](c1ccccc1)C)[N+](=O)[O-]
XUMRUT,9.4,Cc1ccc(cc1)C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XUWCEX,8.9,[O-][N+](=O)c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
YACLOD,17.6,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1n1c(=O)oc3c1cccc3)[N+](=O)O[N-]2
YAGTIL,8.1,COc1ccc(c(c1)O)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
YAHDIW,5.9,[O-][N+](=O)c1cccc(c1)NCc1ccccc1
YAHJOH,20.6,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
YAHJUN,12.2,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
YAHQUV,7.5,Cc1ccc(cc1)Oc1ccc(cn1)[N+](=O)[O-]
YAHREG,6.4,[O-][N+](=O)c1ccc(nc1)Oc1ccc2c(c1)cccc2
YALQEK,20.1,Cn1nc(c(n1)[N+](=O)[O-])N
YATCOL,11.7,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@]1(C)C=C[C@@H]2O[C@H]1OC2
YAWCEG01,9.3,N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N
YAWHUB,6.6,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-]
YAYCIM,8.9,[O-][N+](=O)c1ccc(cc1)N1CCOCC1
YAYDIN,9.6,C#CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
YEFFAR,11.3,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YEFNON,6.7,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccc(cc1)C)\C
YEJCOH,9.5,COC(=O)c1ccc(c(c1)[N+](=O)[O-])NC
YEJNAC01,9.3,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
YEJVIU,12.5,N#[N+][N-][C@@H]1O[C@@H]([C@@H]2[C@H]1OC(O2)(C)C)[C@@H](C[N+](=O)[O-])O
YEKQAG01,32.9,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=N1)[N+](=O)[O-]
YELPUD,9.9,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-]
YELQAK,9.4,CCOC(=O)c1oncc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YELQEO,9.7,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YEYMAR,12,O/N=C(/c1ccc(cc1)[N+](=O)[O-])\N
YIBZUF,6.5,Cc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
YICNAA,12,[O-][N+](=O)c1ccc(cc1)n1nnnc1n1nnc2c1cccc2
YIDLEC01,15.7,[O-][N+](=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])O
YIDPIM,11.3,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-]
YIFMIK,9.9,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
YIFRAH,5.1,[O-][N+](=O)c1ccccc1/C=C/C=N/c1cccc2c1cccc2
YIJPIQ,10.8,OC[C@H]1O[C@@H](Nc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)O
YIKBUP,27.7,O[C@@H]1[C@@H](O)OCC1([N+](=O)[O-])[N+](=O)[O-]
YIKCIE,10,COc1ccc(cc1)N(c1c([N+](=O)[O-])c(C)nc2n1ncn2)C
YIKCIH,6.7,Oc1ccc(cc1/C=N/c1ccccc1C)[N+](=O)[O-]
YILNOY,23.9,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2
YILPEQ,13,[O-][N+](=O)c1cnc(nc1)N1CCOCC1
YIMPOB,9.9,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1
YIMWOI,8.1,N#CC(=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-])C#N
YIQZAA,9.4,[O-][N+](=O)/N=C/1\NCCN1Cc1cccc(c1OC)OC
YIRSIC,7.9,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-]
YISYOO,7.3,N#CC1=C(N)C(=C(C[C@@H]1c1ccccc1[N+](=O)[O-])C1CC1)C#N
YITJUG,7.1,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-]
YIXNUP,9.8,[O-][N+](=O)c1cc2c(cc1)ncn2C
YODFUT01,6.4,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC
YODHUV,14.5,CN1CN/C(=N\[N+](=O)[O-])/N(C1)C
YODMOT,23.6,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-]
YOHLIS,8.3,CC(=O)/C(=C/c1ccccc1)/COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YOKJOY,16.4,Cc1nn(c(c1)C)c1nnc(nn1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
YOPREA,13.3,O=c1oc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
YORYEJ,19.7,O=CNCC([N+](=O)[O-])([N+](=O)[O-])C
YOVJUP,12.3,[O-][N+](=O)c1c(C)ccnc1N
YOWLUS,16.8,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1
YUGBEH,5.3,C[C@H]([C@H](c1ccccc1)O)/N=C/c1ccc(cc1)[N+](=O)[O-]
YUJGIT02,7.4,[O-][N+](=O)c1ccc(cc1)/C=N/Nc1ccccc1
YUNJOG,8.7,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-]
YUNXOU,8.6,[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-]
YUPZIT,11.1,C/C(=C\c1cccc(c1)[N+](=O)[O-])/[N+](=O)[O-]
YUQFEX,12.7,O[C@H](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ncccn1
YUQMAZ,7.7,Oc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-]
YUYCOK,18.9,[O-][N+](=O)c1ccc(o1)/C=N/O
YUYLEJ,13,COC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
YUYQEP,6.8,CN(C(=Nc1ccc(cc1)[N+](=O)[O-])N(C)C)C
YUYSIU,15.7,[O-][N+](=O)c1cn(c(n1)c1ncc(n1C)[N+](=O)[O-])C
ZACNEZ,12.9,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])NC(=O)C
ZAKWIU,8,COC(=O)C1=C(C)OC(=C([C@H]1c1ccccc1[N+](=O)[O-])C#N)N
ZAMVEO,7.3,O=C1CCCC(=C1)Nc1cccc(c1)[N+](=O)[O-]
ZAMWEP,8.4,[O-][N+](=O)c1cn(c(n1)C)c1ccccc1
ZAMWIT,7.4,Cc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
ZAPDUR,8.5,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAPKOS,8.5,Oc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAYRIA,11.2,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O
ZEHJUR,9.3,C/C(=N\N=C(\c1ccc(cc1)[N+](=O)[O-])/C)/c1ccc(cc1)[N+](=O)[O-]
ZEJTUD,6.6,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1)[N+](=O)[O-])C
ZEJWUJ,8.4,CCOC(=O)/C(=C/1\c2ccccc2N(C1=O)C)/[N+](=O)[O-]
ZELPAK,7.9,CCOc1cccc(c1O)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
ZELQOW,26.8,[O-][N+](=O)C1=C(N)N=[N+]([N+]1=O)C
ZENXOF,5.6,CCOC(=O)Nc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
ZERJIR,11,N/C(=N/[N+](=O)[O-])/Nc1ccccc1
ZEVQUM,25.9,[O-][N+](=O)C1CN(C1)[N+](=O)[O-]
ZEZDAL,14.1,COc1c(cc(cc1[N+](=O)[O-])Cn1ccnn1)[N+](=O)[O-]
ZIFCEW,6.2,COc1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C)/C
ZIFLOS01,4.7,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
ZIKKUZ,16.9,[O-][N+](=O)c1ccc(c(c1C(=O)C)[N+](=O)[O-])O
ZILNOX,31.2,CC(C([N+](=O)[O-])([N+](=O)[O-])C)([N+](=O)[O-])[N+](=O)[O-]
ZITHUH,13.8,COn1c(=O)[nH]c2c1cc(cc2)[N+](=O)[O-]
ZIVBUB,10.5,O=C1Oc2ccc(cc2CN1C)[N+](=O)[O-]
ZIVCAI,8.8,CN(C(=O)Oc1ccc(cc1)[N+](=O)[O-])C
ZIXTOS,6.7,O=C(c1ccc(cc1)[N+](=O)[O-])/N=C\1/OC[C@@H](N1)c1ccccc1
ZIXZOX,10.3,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
ZIYBAM,5.9,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccc(cc1)C
ZIZCES,7,N#Cc1c(=O)[nH]c(c(c1c1cccc(c1)[N+](=O)[O-])C)C
ZIZRAD01,28.9,[O-][N+](=O)c1nn(c(c1[N+](=O)[O-])[N+](=O)[O-])C
ZOFTAP,9.4,N#C/C(=C\c1ccc(o1)[N+](=O)[O-])/C(=O)NCc1ccco1
ZOHSOE,12.4,N#CCCN([N+](=O)[O-])CCC#N
ZOKREY,8.3,COc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZOKWED,7.4,Cc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZONJOB,6.4,CN(c1ccc(cc1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKAO,6.8,CN(c1cccc(c1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKES,6.4,COc1ccc(cc1)N(CCOc1ccc(cc1)[N+](=O)[O-])C
ZOWDEU,14,Cc1ccc(cc1Nc1nnn[nH]1)[N+](=O)[O-]
ZOWDIY,13.6,[O-][N+](=O)c1cccc(c1)N(c1nnn[nH]1)C
ZOWDOE,11.8,Cc1ccc(cc1N(c1nnn[nH]1)C)[N+](=O)[O-]
ZOWSUZ01,6.9,O=C1CCCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ZOXYIU,9.8,[O-][N+](=O)C[C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1
ZOXYOA,8.9,C[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)[N+](=O)[O-]
ZUCMOB,10.2,Cc1onc(c1/N=N/c1ccccc1[N+](=O)[O-])C
ZUGPOG,9.4,N#Cc1c(C)cccc1[N+](=O)[O-]
ZUGPOJ,18.2,N#Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZUGPUM,30.7,[O-][N+](=O)[C@]12CN(C[C@@]2(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
ZUHMUK,13.5,[O-][N+](=O)c1cc(ccc1N(C)C)[N+](=O)[O-]
ZUHQOI,18.4,O=C1N([N+](=O)[O-])[C@]2([C@](N1[N+](=O)[O-])(C)CC2)C
ZUHQUO,19.5,O=C1N([N+](=O)[O-])[C@]2([C@@](N1[N+](=O)[O-])(C2)C)C
ZUHRID,7.9,OC1CCN(CC1)c1ccc(cc1)[N+](=O)[O-]
ZUHXEF,11.5,Cc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
ZULYEK,5.2,[O-][N+](=O)c1ccc(cc1)c1c(C)[nH]c2c1cccc2
ZUVQEO,8.7,C[C@@H]1Oc2cccc(c2c2c(O[C@H]1C)cccc2[N+](=O)[O-])[N+](=O)[O-]
ZUXRAN,6.4,N#Cc1cnn(c1c1ccccc1[N+](=O)[O-])c1ccccc1
ZZZFKK01,5.7,N#C/C(=C\c1ccc(cc1)N(C)C)/c1ccc(cc1)[N+](=O)[O-]
ZZZFYW01,16.9,[O-][N+](=O)c1ccccc1[N+](=O)[O-]
ZZZGVU01,14.2,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C
ZZZJIQ02,8.8,Nc1ccc(c(c1)[N+](=O)[O-])C
ZZZJPA01,9.2,[O-][N+](=O)c1ccccc1c1ccccc1[N+](=O)[O-]
ZZZLYS01,22.3,Oc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
ZZZMUC01,21,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
ZZZQSC01,15.1,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZZZTLC01,23.7,[O-][N+](=O)N1CCN(CC1)[N+](=O)[O-]
