ID,DetoV(L/kg),SMILES
TEQZEU,789,[O-][N+](=O)c1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
TETZIB,430,[O-][N+](=O)c1ccc2c(c1)/C(=N\c1ccccc1)/c1c2c(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEVDOQ,595,[O-][N+](=O)c1nonc1c1no[n+](=O)/c/1=C\1/[N-]ON=C1N
TEVHEH01,637,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-]
TEWJOU,686,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
TEWJUA,671,CC(Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])C
TEYHIO,539,COC(=O)Nc1ccc(cc1/C(=C(/C(=O)OC)\C#N)/C(=O)OC)[N+](=O)[O-]
TIBGET,527,[O-][N+](=O)c1ccc2c(c1)[C@]1(OCc3c(N1)cccc3)C(=O)N2
TIBKIY,629,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-]
TIBKOE,629,COC(=O)C1=Cc2cc(ccc2O[C@@H]1N1CCOCC1)[N+](=O)[O-]
TIBMIA01,651,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-]
TIBMOG,681,[O-][N+](=O)C1=C(N)[N+](=O)C(=C(C1=[NH2+])[N+](=O)[O-])N
TIBMUM,680,Nc1c([N+](=O)[O-])c(N)nc(c1[N+](=O)[O-])N
TICSAZ,661,OC[C@H]1O[C@H](C[C@@H]1[N+](=O)[O-])n1cc(C)c(=O)[nH]c1=O
TICTOO,570,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-]
TICYOT,579,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
TIFWOX,584,O=C(c1ccccc1N)/C=C/c1ccc(cc1)[N+](=O)[O-]
TIHBES01,618,[O-][N+](=O)c1ccc(o1)/C=N/c1c(C)n(n(c1=O)c1ccccc1)C
TIJKEC,1066,[O-][N+](=O)[N-]CC[NH3+]
TIJLIH,568,Oc1ccc(cc1n1cnnn1)[N+](=O)[O-]
TIJPEI,464,[O-][N+](=O)c1ccc2c(c1)[n-][n+]1c(c2=O)cccc1
TIJROU,629,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C
TIMKIL,814,CN1N=C([C@@H]2C[C@@]1(O)CCC2)c1cccc(c1)[N+](=O)[O-]
TIMZAQ01,580,O=C(c1ccncc1)N/N=C/c1ccccc1[N+](=O)[O-]
TINXIY,619,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2
TISJUB,547,[O-][N+](=C1C=C[N+](=O)C(=C1)C(=O)O)[O-]
TITKUC,984,[O-][N+](=O)/C(=C/C=C/N1CCCC1)/C
TIVMER,555,N#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-]
TIVMUH,661,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIVPUK,746,O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)N(C)C
TIVQEV,661,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIXPEV,686,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-]
TIXQUM,736,[O-][N+](=O)c1ccc(c(c1)N)C
TMANIA10,1128,[O-][N+](=O)[N-][N+](C)(C)C
TNBENZ10,552,[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TNFLUO,444,O=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TNIOAN,589,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N
TNITAN,594,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-]
TNOXYL,580,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C
TNPHNT,588,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TOHXAP01,564,Nc1ccccc1C#Cc1ccccc1[N+](=O)[O-]
TOMMUE,683,COC1=CC(=O)N[C@@H]1[C@@H](c1ccccc1)C[N+](=O)[O-]
TONFUX,713,[O-][N+](=O)c1cc(ccc1N1CCCCC1)[N+](=O)[O-]
TOQMUH01,644,[O-][N+](=O)/N=c/1\cccc[nH]1
TOTWOQ,470,[O-][N+](=O)c1cc2cccc3c2c(c1)c(=O)n(c3=O)Cc1ccccn1
TOYYAH,574,Cc1ccnc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TOYYEL,574,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-]
TOYYIP,575,Cc1ccnc(c1)c1nccc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TUBFEB,879,O=CN[C@H]([C@@H](c1ccccc1)O[C@@H](C[N+](=O)[O-])CC)C
TUBYIY01,742,OCC([N+](=O)[O-])([N+](=O)[O-])CO
TUFKIQ,576,O=C1N[C@@H](c2ccccc2)C(=C(N1)c1ccccc1O)[N+](=O)[O-]
TUJRUN,660,CN1C(=O)C(C(=O)N(C1=O)C)[C@H](c1ccccc1)C[N+](=O)[O-]
TUJVUR,534,CC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c(=O)n(n1)c1ccccc1
TUMTIE,622,CC(=O)OCc1ccc(c(c1)NC(=O)C)[N+](=O)[O-]
TUNPIC,948,CN1CCN(CC1)c1ccc(c(c1)N)[N+](=O)[O-]
TUNWAB,864,[O-][N+](=O)c1ccccc1NN=C1CCCCC1
TUQCOX01,660,[O-][N+](=O)/C(=C/c1cncn1Cc1ccccc1)/c1ccccc1
TUQHET,571,CNc1ccc(cc1C(=O)O)[N+](=O)[O-]
TUSYAJ,787,[O-][N+](=O)[C@]1(C)N=NC[C@H]1[C@H]1CN=N[C@]1(C)[N+](=O)[O-]
TUSZOX,764,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O
TUVMEE02,784,OCCCNc1cc(NCCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-]
UBATOI,895,OC[C@]1(CN(C[C@H]1c1ccc(cc1)C)C)[N+](=O)[O-]
UFEDOY,669,[O-][N+](=O)c1ccc(c2c1non2)N1CCCC1
UFEDUE,722,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCC1
UFEFAM,769,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCC1
UFUXOI,679,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-]
UGUGIM,723,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UGUHEJ,622,CC(=O)Nc1cccc(c1)[N+](=O)[O-]
UHATON,624,O/N=C/1\N[C@H]([N+](=O)C1=[NH2+])c1ccccc1[N+](=O)[O-]
UHIPOS,542,O=C1Nc2c([C@@]1(O)Cc1onc(c1[N+](=O)[O-])C)cccc2
UHOPIQ,626,COc1ccc(cc1)N(c1ccc(cc1)[N+](=O)[O-])C(=O)C
UHOQUE,1029,O=CNC(C([N+](=O)[O-])(C)C)(C)C
UHURAS,469,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
UHUREW,517,COc1ccc(c(c1)[C@H]1O[C@@H]1c1cc(OC)ccc1[N+](=O)[O-])[N+](=O)[O-]
UJEMEB,557,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UJUDOU,643,COc1cc(ccc1O)[C@@H]1NN=C(C1)c1cccc(c1)[N+](=O)[O-]
ULECOF,731,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C
UNOWEB,568,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2
UNOWOK,806,[O-][N+](=O)c1ccc(cc1)CN1CCOCC1
UNUHIV,599,COc1ccccc1/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
UNUJUJ,585,CCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UPAJIF,514,[O-][N+](=O)c1cccc2c1nccc2
UQACAR,661,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C
UQACEV,508,COC(=O)c1cc2c([nH]1)ccc(c2)[N+](=O)[O-]
URAXAO,712,O=C1CCCCN1c1ccc(cc1)[N+](=O)[O-]
UREDOL,582,COc1c(/C=N/Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cccc1OC
UREJAD,500,[O-][N+](=O)c1cnccc1c1ccncc1[N+](=O)[O-]
UREXOF,607,COc1ccc2c(c1)[C@@H](C[N+](=O)[O-])C(=C(O2)NC)[N+](=O)[O-]
URICOP,565,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1
UTOHUH,664,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-]
UVILAO,687,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-]
UWUGEA,599,[O-][N+](=O)C1=C2NCCCN2[C@@H]2C(=C1)C(=O)c1ccccc1O2
UXUHUS,576,N#CC1=C(N)OC2=C([C@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)CCC2
UZEVUS,675,[O-][N+](=O)C(=C1N[C@@H]2[C@H](N1)OCCO2)[N+](=O)[O-]
UZEWAZ,660,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWED,684,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWIH,648,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWON,684,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UZEWUT,669,[O-][N+](=O)N1[C@@H]2CCCC[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEXAA,669,[O-][N+](=O)N1[C@@H]2CCCC[C@@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
VABWOK,793,[O-][N+](=O)/N=C\1/C(=N\[N+](=O)[O-])/[C@@]2(C([C@H]1CC2)(C)C)C
VABYEE,550,Oc1ccc(cc1)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
VACRAT,662,Cc1cc/c(=N\[N+](=O)[O-])/n(c1)O
VACROG,729,[O-][N+](=O)c1nn(cn1)CC(=O)NCCO
VADZEF,577,O[C@H]1CCCC[C@@H]1OC(=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAGTED,1017,[O-][N+](=O)/N=C(/NCC)\N
VAJXOW,619,COC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/Cn1cnnn1
VAMBET,559,[O-][N+](=O)c1ccc(cc1)/C=C/1\CCn2c1nc1ncccc1c2=O
VAPMAA,533,CO[C@]1(C)C=CC(=O)[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
VAXLAJ,633,O=C(OC(C)(C)C)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAZCAC01,707,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])N
VAZMEP,546,[O-][N+](=O)c1ccnc2c1[nH]cn2
VEDYEL,719,CCOc1ccc(cc1)/C=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C
VEGGUJ,711,[O-][N+](=O)N1CN([N+](=O)[O-])C(=O)N(C1)[N+](=O)[O-]
VEGHEU,658,O=C1CN(C(=O)CN1[N+](=O)[O-])[N+](=O)[O-]
VEGLUP,660,COC(=O)C1=C(C)N(C(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-])C
VEKNUV,725,N=C1OC2(CCCC2)Nc2c1cc(cc2)[N+](=O)[O-]
VELKIH,542,O=C(/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1)c1ccccc1
VELQEK,547,[O-][N+](=O)c1ccccc1c1nc2ccccc2c(n1)c1ccccc1
VELTIQ,460,O=C(c1ccccc1[N+](=O)[O-])OC(=O)c1ccccc1[N+](=O)[O-]
VENKOP,635,COc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-]
VENLOQ,508,O=C(C(=O)Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
VETMUD,642,[O-][N+](=O)c1cc(OCc2ccccc2)ccc1N
VEVLEP,622,[O-][N+](=O)c1ccc(cc1)NCNc1ccc(cc1)[N+](=O)[O-]
VEWMES,539,N#CC(=C1OC(C(=C1C#N)/C=C/c1ccc(cc1)[N+](=O)[O-])(C)C)C#N
VEXFEJ,477,CCOC(=O)c1cc(cc2c1c1c(C2=O)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VIFBAN,460,O=C(c1cccc(c1)[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
VIFSAF,632,[O-][N+](=O)c1ccc2c(c1)nc([nH]2)C
VIGPIN,661,N#C[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIGPOT,730,CO[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIHGAU,528,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
VIKVUG,932,N#CC1([N+](=O)[O-])C(C1(C)C)(C)C
VIKWAN,962,[O-][N+](=O)C1(C(=O)N)C(C1(C)C)(C)C
VIKWER,883,C[C@@H]1[C@@H]([C@@]1([N+](=O)[O-])[C@]1([N+](=O)[O-])[C@H]([C@H]1C)C)C
VIKYOD,664,[O-][N+](=O)[C@@H]1[C@H]2[C@@H]3[C@@H]4C[C@H]2[C@@H]2[C@H]1[C@H]([C@H]3[N+](=O)[O-])[C@H]42
VIKYUJ,583,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1C([C@H]2[C@H](C3)[C@H]41)([N+](=O)[O-])[N+](=O)[O-]
VILQEP,493,N#CCN1[C@@H](c2ccccc2)C(=C(C1=O)O)C(=O)c1cccc(c1)[N+](=O)[O-]
VIMFUV,526,[O-][N+](=O)c1c(ccc2c1non2)Nc1ccc(cc1)C(=O)C
VINCOK,474,[O-][N+](=O)c1cc(cc(c1Nc1cccc2c1cccc2)[N+](=O)[O-])[N+](=O)[O-]
VINDAX,536,COc1ccc(cc1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VINMAG,583,COc1ccc(cc1)/N=N/c1cccc2c1c(ccc2)[N+](=O)[O-]
VIPVEX,661,C=CCn1cc2c(n1)c(ccc2)[N+](=O)[O-]
VIQWOI,782,[O-][N+](=O)c1ccc(cc1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIQWUO,782,[O-][N+](=O)c1cccc(c1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIRHAF,690,[O-][N+](=O)/C(=C/c1c(c2ccccc2)n(c2c1cccc2)C)/C
VIRHEJ,644,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C
VIRWIC,694,[O-][N+](=O)O[C@@H]1C[C@@H]2[C@@]3([C@@]1(CCC3)CC2)O[N+](=O)[O-]
VIWTAW,577,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-]
VIZMAU,685,CN(C1=N/C(=N\c2ccccc2[N+](=O)[O-])/c2c1cccc2)C
VOCHUR,709,[O-][N+](=O)C(=c1nc([nH]c(=O)[nH]1)N1CCCCC1)[N+](=O)[O-]
VOFBID,520,Oc1ccc(cc1)NC(=O)c1ccccc1[N+](=O)[O-]
VOFDIF,669,O=C(Nc1ccc(cc1)[N+](=O)[O-])NCCc1ccc(cc1)O
VOFDOL,574,O=C(Nc1ccc(cc1)O)Nc1ccc(cc1)[N+](=O)[O-]
VOHZOI,524,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\[N+](=O)[O-])[N+](=O)[O-]
VOKKUB,642,COC(=O)[C@]1([N+](=O)[O-])[C@@H]2CCC[C@H]1[C@H]2[N+](=O)[O-]
VOPZAB,636,[O-][N+](=O)c1c(C)cc2n1cccc2
VOPZEF,707,[O-][N+](=O)c1c(C)cc2n1cccc2C
VOPZIJ,636,[O-][N+](=O)c1c(C)cn2c1cccc2
VOPZOP,707,Cc1cccn2c1c([N+](=O)[O-])c(c2)C
VOQJER,809,CCc1ccc(cc1N)[N+](=O)[O-]
VOQQAU,717,CC([N+](=O)[O-])([N+](=O)[O-])COCOCC([N+](=O)[O-])([N+](=O)[O-])C
VOVHAR,505,N=c1oc2ccccc2cc1c1ccc(cc1)[N+](=O)[O-]
VOXPIH,555,Oc1ccccc1/C=N/c1cccc(c1)[N+](=O)[O-]
VOZHAT10,617,[O-][N+](=O)c1ccccc1[N-][N+](=O)C([N+](=O)[O-])(C)C
VUBZUN,721,[O-][N+](=O)OC1CN(C1)[N+](=O)[O-]
VUCBAW,664,[O-][N+](=O)C1(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VUJVOL,653,CCn1c2ccc(cc2c2c1cccc2)[N+](=O)[O-]
VUJWEC,719,OC[C@@H]1CC[C@@H](N1C(=O)c1ccccc1[N+](=O)[O-])OC
VUKHIS,601,CC(=O)N(c1ccccc1c1ccccc1[N+](=O)[O-])C(=O)C
VUNMEX,705,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccc(c(c1)C)C
VUNMIB,705,Cc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1C
VUXLUV,779,[O-][N+](=O)c1nccn1C[C@@H](COC)O
VUYKUV,812,CN(/C=N/c1ccc(cc1)[N+](=O)[O-])C
VUYLAC,865,CN(/C(=N/c1ccc(cc1)[N+](=O)[O-])/C)C
VUYLEG,988,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/C(C)(C)C)C
VUYWUI,584,Nc1ccc(cc1Oc1ccccc1)[N+](=O)[O-]
VUZHII,633,O=C(c1ccccc1C)N/N=C/c1ccc(cc1)[N+](=O)[O-]
WACFUD,585,Oc1ccc2c(c1/C=N/c1cccc(c1C)[N+](=O)[O-])cccc2
WACGOW,536,[O-][N+](=O)c1cc(cc(c1Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WACQEY,478,[O-][N+](=O)c1cc([N+](=O)[O-])c(c2c1cccc2)O
WADBEK,505,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
WADCOW,705,[O-][N+](=O)c1ccc2c(c1)C(C)(C)c1c(N2)cccc1
WADYAD,576,CCOC(=O)c1ccn2c(c1c1ccc(cc1)[N+](=O)[O-])ncc2
WADZUY,605,O=C(c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1)Nc1ccccc1
WAFBAI,562,N#Cc1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
WAHLEW,854,CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
WAHLIA,854,CN1[C@H]2CCCC[C@H]2O[C@H]1c1ccc(cc1)[N+](=O)[O-]
WAJSIM,725,[O-][N+](=O)c1ccc2c(c1)[C@@H]1[C@@H]3N2CC[C@]13C
WAKDIW,618,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C=C/c1ccccc1
WAKSIM,535,COc1ccc(cc1)c1c(C#N)n2c(c1[N+](=O)[O-])cccc2
WAKSUX,790,[O-][N+](=O)/N=C(/N([N+](=O)[O-])C)\N
WAKWEK,527,[O-][N+](=O)c1c(c2ccccc2)n(c2c1cc(cc2)[N+](=O)[O-])C
WALFUM,611,CCOc1nc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
WANVEP,616,[O-][N+](=O)OCc1c(CO[N+](=O)[O-])onc1c1noc(c1CO[N+](=O)[O-])CO[N+](=O)[O-]
WAPGEZ,624,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1N1CCCC1)cccc2
WAQYEV,546,CCOC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/C#N
WASMAE,533,COC(=O)[C@]12[C@H]3[C@H]4[C@@]2([C@H]2[C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-]
WASRAJ,622,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WATTAN,617,COC(=O)[C@@H]1C(=O)C=C(N[C@H]1c1cccc(c1)[N+](=O)[O-])C
WAWBAY,709,COCCn1cnc2c1cc(cc2)[N+](=O)[O-]
WAXJUC,667,N[C@@H]([C@@H](c1cccc(c1)[N+](=O)[O-])N)c1cccc(c1)[N+](=O)[O-]
WEFBAM,737,Nc1ccc(cc1NCc1ccccc1)[N+](=O)[O-]
WEFBEQ,734,Nc1ccc(cc1NCc1ccccn1)[N+](=O)[O-]
WEHCIX,505,N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)[N+](=O)[O-]
WEHCOD,424,N#Cc1c(oc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WEKGOJ,575,[O-][N+](=O)c1cc(nc(c1)[N+](=O)[O-])[N+](=O)[O-]
WEKGUP,584,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[N+](=O)C(=C1)[N+](=O)[O-]
WENRAJ,466,O=C1Nc2c(C1=O)cc(cc2)[N+](=O)[O-]
WERPUE,691,OCCn1c(/C=C/c2ccccc2)ncc1[N+](=O)[O-]
WERVEU02,622,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
WERYEX,730,[O-][N+](=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\[N+](=O)[O-])/N2
WETGEJ,629,N#[N+]C1=C(N=[N+](C1=O)C)[N+](=O)[O-]
WIGTOX,734,CC(=O)Cn1c(C)ncc1[N+](=O)[O-]
WIGVEP,593,[O-][N+](=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2
WIGYOC01,520,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
WIHBEV,550,O=C(c1ccccc1)NNC(=O)c1ccccc1[N+](=O)[O-]
WIJCEX,660,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C
WILBAU,1094,[O-][N+](=O)c1c([nH]nc1C(C)(C)C)C(C)(C)C
WINJAF,529,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WIPFUX,612,Cc1ccccc1NC(=O)c1ccccc1[N+](=O)[O-]
WISBIJ,672,COc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
WISBOP,639,[O-][N+](=O)c1cn(c(n1)C)c1ccc(cc1)C(=O)C
WIXBUB,637,COc1ccc(c(c1)[C@@H](c1cccc(c1)[N+](=O)[O-])NC(=O)C)O
WOBHUQ,635,COc1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-]
WOBJAY,758,CN(c1ccc(cc1)/C=C/C=N/c1cccc(c1)[N+](=O)[O-])C
WOBJEC,758,CN(c1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-])C
WOBLUU,679,[O-][N+](=O)Cn1cnc(n1)[N+](=O)[O-]
WOGNUB,551,CC1=NN(C(=O)C1)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGPAJ,551,Oc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGVIY,626,COc1ccc(cc1OC)/N=C/c1ccc(cc1)[N+](=O)[O-]
WOJJUC01,635,[O-][N+](=O)c1ccccc1/C=N/N(c1ccccc1)c1ccccc1
WOKSIY,788,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C
WOQXOR,553,O/N=C/c1ccc(c(c1)[N+](=O)[O-])O
WOTVAC,841,CCCCCCOC(=O)Nc1ccc(cc1)[N+](=O)[O-]
WOVXOU,592,[O-][N+](=O)c1ncn(c1)c1ccccc1
WOVXUA,614,[O-][N+](=O)c1ncn(c1)c1ncn(c1)c1ccccc1
WUBJAG,639,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3[C@H]([C@@H]1C[C@@H]([C@H]2O[N+](=O)[O-])C3([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-]
WUKZIL,731,CN(c1ccncc1)[N+](=O)[O-]
WUMHES,904,O=CN1C[C@@H]2[C@]([C@@H]1C(C)C)(C2)[N+](=O)[O-]
WUPMAW,417,O=C(c1onc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WUVWAL01,609,Oc1ccccc1/C=N/Nc1ccc(cc1)[N+](=O)[O-]
WUVXIU,605,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1
WUXHAY,548,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-]
WUXJOO,516,COc1ccc(cc1[N+](=O)[O-])/C=C(\c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
XAHMIE01,689,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2
XAHZIS,506,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XAKMAY,793,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XALNEF,542,CCOC(=O)C1=CC[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-]
XALQEJ,549,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-]
XANLAC,535,[O-][N+](=O)c1ccc(cc1)c1cnc2c(n1)cccc2
XARXUM,584,COC(=O)C(C(=O)OC)Nc1ccc(cc1)[N+](=O)[O-]
XARYIY,548,O=[N+]1O[N-]C2=C1[C@@H]1[C@@H]3CC[C@H]([C@@]1(C=C2[N+](=O)[O-])[N+](=O)[O-])C=C3
XARYOE,562,[O-][N+]1=C2[C@@H]([C@H]3[C@@H](O1)C=CC3)C1=C([C@]3([C@@H]2[C@@H]2C=C[C@H]3C2)[N+](=O)[O-])[N-]O[N+]1=O
XATFIJ,563,C=C=C1CCCC[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
XATHOR,784,[O-][N+](=O)c1ccc2c(c1)nc1n2C(=CC(C1)(C)C)C
XATZUO,582,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
XAVMOW,553,ONC(=O)c1ccc(cc1)[N+](=O)[O-]
XAVPEQ,546,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-]
XAXRIX,663,C#CCN(c1ccc(cc1)C)Cc1ccc(o1)[N+](=O)[O-]
XAYKEO,725,Cc1ccc(n1c1ccc(cc1)[N+](=O)[O-])C
