ID,Density(g/cm^3),smiles
PIMKIF,1.4133,[O-][N+](=O)OC[C@@H]1CC[C@H](CC1)CO[N+](=O)[O-]
PIMKOL,1.6999,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-]
PIPWOA,1.3978,Cn1cnc(c1/C=C/c1ccccc1)[N+](=O)[O-]
PITDAZ,1.4214,COc1ccc2c(c1)n(cn2)c1ccc(cc1)[N+](=O)[O-]
PIWDUU,1.2156,[O-][N+](=O)[C@@H]1CCN2[C@H]1[C@]1(CCCC1(C)C)CC2
PIWSEU,1.4422,[O-][N+](=O)[C@@H]([C@@H]1NC(=O)c2c1cccc2)C
PIZHAH,1.441,O=NN1CC(C1)(CC)O[N+](=O)[O-]
PIZNUJ,1.2884,COc1ccc(cc1)[C@@H](c1c[nH]c2c1cccc2)C[N+](=O)[O-]
PNBPIP,1.3111,O=C(c1ccc(cc1)[N+](=O)[O-])N1CCCCC1
PNOIZA,1.4362,[O-][N+](=O)c1ccc2n(c1)cc(c2)c1ccccc1
PNOIZB,1.4066,[O-][N+](=O)c1cccn2c1cc(c2)c1ccccc1
PNOIZD,1.4231,[O-][N+](=O)c1cccc2c1[nH]cc2c1ccccc1
PNPAUR,1.4575,O=C(Cc1ccc(cc1)[N+](=O)[O-])NCC(=O)O
POMVAP,1.3234,COC(=O)/C(=C/c1ccccc1)/C/N=C/c1cccc(c1)[N+](=O)[O-]
PONQOZ,1.3669,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])NCC
POQFIM,1.3913,COc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
POQFOS,1.4793,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])O
PORFUZ,1.4417,Cc1ccc2c(c1)[n+]([O-])cc(c2)[N+](=O)[O-]
POTGUC,1.777,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3C([C@@H]1C[C@@H](C2([N+](=O)[O-])[N+](=O)[O-])C3)([N+](=O)[O-])[N+](=O)[O-]
POVKOA,1.3702,Nc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
POWPEX,1.4072,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1C(=O)N
POZGER,1.3125,[O-][N+](=O)c1cccc(c1)n1nncc1c1ccccc1
POZQOL,1.4915,O=C[C@@H]1[C@H]([C@@H]1[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
PUBMUU20,2.04,[O-][N+](=O)N1[C@@H]2N([C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2N([N+](=O)[O-])[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUFMEJ,1.4525,[O-][N+](=O)c1ccccc1N/N=C/c1ccco1
PUFMOT,1.3698,CCOc1cc(/C=N/Nc2cccc(c2)[N+](=O)[O-])ccc1O
PUGWIY,1.4752,COc1ccccc1C(=O)N/N=C/c1cc(O)ccc1[N+](=O)[O-]
PUGYIA,1.3617,O=Cc1cc(ccc1N1CCCCC1)[N+](=O)[O-]
PUHFEE02,1.5341,[O-][N+](=O)C[C@]1(O)C(=O)Nc2c1cccc2
PUJLIR,1.4112,CCOC(=O)c1[nH]nc(c1)C(=O)c1ccc(cc1)[N+](=O)[O-]
PUNDOT,1.4108,Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C
PUQQIC,1.5759,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1cc2ccccc2oc1=O
PUQQOI,1.4029,O=C1CC(C)(C)CC(=O)C1=NNc1cccc(c1)[N+](=O)[O-]
PUTCEM,1.8298,[O-][N+](=O)c1cc(cc2c1N=[N+]1[N+]2=Nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCOW,1.7244,COc1c(cc(c2c1nn(n2)c1cc(cc(c1N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCUC,1.7799,[O-][N+](=O)c1cc(cc2=[N+]3[N+](=C(C=N3)[N+](=O)[O-])N=c12)[N+](=O)[O-]
PUVSEE,1.4101,CN(/C=C/1\N=C(OC1=O)c1ccccc1[N+](=O)[O-])C
PUVSOO,1.6822,[O-][N+](=O)c1ccc2c(c1)cnn2[N+](=O)[O-]
PUWGET,1.319,COC(=O)/C(=C(\c1ccccc1)/Nc1ccccc1)/[N+](=O)[O-]
PUWGIX,1.2889,COC(=O)/C(=C(\c1ccccc1)/N1CCCCC1)/[N+](=O)[O-]
PUXQUW,1.4339,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)CC
QABDEE,1.335,[O-]/[N+](=C\c1ccc(cc1)[N+](=O)[O-])/CCOCc1ccccc1
QAHPIZ,1.2769,OC(=O)/C=C\c1nnc(n1c1ccc(cc1)[N+](=O)[O-])c1ccccn1
QAJJUI,1.5101,Oc1cccc(c1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
QAJWUV,1.4776,COC(=O)/C=C\C(=O)Nc1ccc(cc1)[N+](=O)[O-]
QAMJOG,1.2823,CO[C@@H]1[C@@H](O[N+](=O)[O-])c2c(N1C(=O)OC(C)(C)C)cccc2
QANWAE,1.4025,Oc1ccc(cc1/C=N/C1CC1)[N+](=O)[O-]
QAQDAN,1.3019,CCN([C@H]1CN=NN1c1ccc(cc1)[N+](=O)[O-])CC
QAQPIH,1.4116,N#CC1=NO[C@](C1(C)C)(C#N)[N+](=O)[O-]
QARHEZ,1.3281,CCCN1[C@@H]2[C@@]1([N+](=O)[O-])C(=O)N(c1c2cccc1)C
QATYES,1.3559,[O-][N+](=O)c1nnn(c1c1cccc2c1cccc2)Cc1ccccc1
QATZOD,1.563,[O-][N+](=O)c1ccc(cc1)NN1C(=O)c2c(C1=O)cccc2
QAVCIC,1.5895,[O-][N+](=O)c1cc(ccc1NN1C(=O)c2c(C1=O)cccc2)[N+](=O)[O-]
QAXJOO,1.4342,COC(=O)C1=C(C)NC(=O)[C@H]([C@@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)N
QAZDOK,1.503,CC1=C(C)C[C@H]2[C@](C1)([N+](=O)[O-])[C@H](O)NC1=C2[N+](=O)O[N-]1
QEBRIB,1.4826,Cc1ccc(cc1)c1noc2n1cc(n2)[N+](=O)[O-]
QEBWUP,1.5392,O=C(Nc1ccccc1[N+](=O)[O-])ON1C(=O)CCC1=O
QECKIU,1.4384,OC1=CC(=O)/C(=C\Nc2cccc(c2)[N+](=O)[O-])/C=C1
QECQUN,1.4405,NC(=C([N+](=O)[O-])[N+](=O)[O-])N1N=C(C[C@@]1(C)O)C
QEGQUR,1.3038,C[C@]1(C[C@H]1[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1)c1ccccc1
QELQEG,1.4141,O=C(c1c2ccccc2nc(c1[N+](=O)[O-])N)NCc1ccccc1
QEPJAY,1.294,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)/C=C/c1ccccc1
QEPJEC,1.3332,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1
QEPJIG01,1.3338,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)C
QERYUK,1.4886,[O-][N+](=O)c1ccccc1/C=C/1\Nc2c(C1=O)cccc2
QERZAR,1.435,[O-][N+](=O)c1ccc(cc1)c1cc(=O)c2c([nH]1)cccc2
QETTEO01,1.2987,C/C(=N\N=C(\c1ccccc1)/C)/c1ccc(cc1)[N+](=O)[O-]
QEVFEC,1.498,O=C(c1ccccc1)/C=c/1\[nH]c2cc(ccc2oc1=O)[N+](=O)[O-]
QEXZIF,1.3515,Cc1nn(c(c1/N=N/c1ccccc1)C)c1ccc(cc1)[N+](=O)[O-]
QEYGOS,1.3404,[O-][N+](=O)c1cccc(c1O)/C=C/C1=Nc2c(C1(C)C)cccc2
QEYHAF,1.3194,Oc1ccc(cc1/C=C/C1=Nc2c(C1(C)C)cccc2)[N+](=O)[O-]
QIFPON,1.9206,[O-][N+](=O)c1c2N=NN=[n+]2c2c(c1N)[n+](=O)on2
QIJDAO,1.4498,[O-][N+](=O)N1CCc2c1cccc2
QIKDAP,1.552,Nc1ccc(c(c1)N)[N+](=O)[O-]
QIKDET,1.6005,Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QIMGIC,1.4112,N#CC1=C(N)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)C)C
QIMGOI,1.3749,CCOC(=O)C1=C(C)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C#N)N
QIRPAL,1.5073,[O-][N+](=O)c1cc(C)c(c(c1O)[N+](=O)[O-])C
QIRQOZ,1.435,[O-][N+](=O)c1ccc(cc1)n1nnc(c1C)C(=O)C
QIXSAS,1.6132,N/N=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QIYJIR,1.3778,N#C/C=C/1\CCC[C@@H]1OC(=O)c1ccc(cc1)[N+](=O)[O-]
QOCNUT,1.3637,Cc1cnc(c(n1)Cc1c[nH]c2c1c(ccc2)[N+](=O)[O-])C
QOFHEZ,1.2995,[O-][N+](=O)c1ccc(cc1)N/N=C/C=C/c1ccccc1
QOFQIL,1.2539,CC1(C)NC(NC1(C)C)c1ccc(cc1)[N+](=O)[O-]
QOFQOR,1.3001,ON1C(c2ccc(cc2)[N+](=O)[O-])N(C(C1(C)C)(C)C)O
QOKYAR,1.3091,CN1CC(=C2C(=C(c3ccccc3)c3c2cccc3)C1)[N+](=O)[O-]
QOLXIY,1.4572,CCN([N+](=O)[N-]Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC
QONRUI,1.5315,[O-][N+](=O)N(CO)C
QOQWUO,1.513,O=Cc1cn(nc1c1cc(C)ccc1O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QOTGEL01,1.2421,[O-][N+](=O)c1ccc(nc1)NC1CCCCCCC1
QOTGOV02,1.31,[O-][N+](=O)c1ccc(nc1)N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
QOVLIX,1.3578,O=C[C@@H]1CC[C@H](N(O1)c1ccccc1)[C@H]([N+](=O)[O-])C
QOVXUV,1.3817,[O-][N+](=O)C1=C/C(=C/NCCCO)/C(=O)C=C1
QOYJOD06,1.9155,[O-][N+](=O)c1n[nH]c(=O)[nH]1
QQQAIY04,1.3152,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1
QQQCOY10,1.3796,O=C(Nc1ccccc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])C
QQQFGG01,1.488,[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+](=O)[O-]
QQQFNG02,1.6276,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])N
QUCJEE,1.4013,O/N=C(/c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])\C
QUDROX,1.4155,O=C(c1noc(c1[N+](=O)[O-])c1ccccc1)c1ccccc1
QUFSAN,1.5258,O=C(Oc1ccccc1)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QUGLIN,1.3407,[O-][N+](=O)N1c2ccccc2C(=O)[C@]1(C)c1ccccc1
QUJGIL,1.5578,OC(=O)c1cc(cc(c1c1c(cc(cc1C(=O)O)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-]
QUNDIO02,1.5256,O=C(c1cccc(c1)[N+](=O)[O-])c1cccc(c1)[N+](=O)[O-]
QUNRIC,1.5535,O=C1N(C)C(=O)N(C(=O)C1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
QUXTIO,1.3667,[O-][N+](=O)c1ccc(cc1)/C=N/c1c(nc2n1cccc2)c1ccccc1
QUYKUR01,1.2997,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc(c1C)C
QUYQEH,1.374,CC(=O)N1N=C(C[C@@H]1c1ccccc1)c1ccccc1[N+](=O)[O-]
QUZBET,1.4287,Oc1ccc(cc1)/C=N/NC(=O)c1ccccc1[N+](=O)[O-]
QUZNUV,1.3441,O=CNCCc1ccc(cc1)[N+](=O)[O-]
RABPIP,1.404,COC(=O)/C(=C/[N+](=O)[O-])/NC(=O)c1ccccc1
RAJHIT,1.2742,CN([C@H](c1ccccc1)C)c1ccc(cn1)[N+](=O)[O-]
RAJHOZ,1.3071,Cc1cc(cnc1N[C@H](c1ccccc1)C)[N+](=O)[O-]
RAKMUM,1.3661,CNc1ccc(c2c1c(ccc2)N(C)C)[N+](=O)[O-]
RAKNAT,1.3266,CNc1cccc2c1c(ccc2[N+](=O)[O-])N(C)C
RAMRUS,1.4428,O=C(c1ccc(cc1)[N+](=O)[O-])N1[C@@H]2[C@H]1COCOC2
RAMSAZ,1.37,[O-][N+](=O)c1ccc(cc1)CN1[C@@H]2[C@H]1COCOC2
RAMVUW,1.6889,[O-][N+](=O)c1c[nH]nn1
RAPFIY,1.5932,COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
RAPHEY,1.3768,Oc1ccc(cc1/C=N/c1ccccc1Oc1ccccc1)[N+](=O)[O-]
RAPLAY,1.4028,Oc1ccc(c(c1)/C=N/c1cccc2c1cccc2)[N+](=O)[O-]
RAQROR,1.6805,O=[N+]1O[N-]C2=C1[C@@H]1[C@H]3C=C[C@@H]([C@@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C3
RAQRUX,1.5244,O=[N+]1O[N-]C2=C1[C@H]1CC(=C(C[C@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C)C
RASZIU,1.2686,CN(CC[NH2+]Cc1cc(ccc1[O-])[N+](=O)[O-])C
RAVNEH,1.2882,CC(=O)N(c1c(C)ccc(c1[N+](=O)[O-])C)C(=O)C
RAYXUK,1.5067,COc1cc(=O)c2c([nH]c1=O)ccc(c2)[N+](=O)[O-]
REBHOW,1.3367,[O-][N+](=O)c1c(C)cccc1c1nc2c([nH]1)cccc2
REBLER,1.4141,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C(\c1ccccn1)/c1ccccc1
REBPEU,1.3143,CC[C@@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
REGCUB,1.5452,Cc1nn2c(c1)[nH]nc2c1cccc(c1)[N+](=O)[O-]
REKKAW,1.3137,CCc1cc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
RELQUW,1.3958,[O-][N+](=O)c1c(nc2n1cccc2C)c1ccccc1
RENTUZ,1.3631,CN(c1ncnc(c1[N+](=O)[O-])N(C)C)C
REVRER,1.3852,CCn1nc2c(c1)c(ccc2)[N+](=O)[O-]
REVRIV,1.3975,CCn1ncc2c1cccc2[N+](=O)[O-]
REWDUS,1.4394,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
REYKAH,1.3471,O=Cc1n(nnc1C(C)(C)C)c1ccc(cc1)[N+](=O)[O-]
REYKEO,1.663,CO[N-][N+](=O)C([N+](=O)[N-]OC)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
REZFUA,1.3283,CN(C(=O)c1ccccc1)c1ccc(cc1)[N+](=O)[O-]
REZGEL,1.3563,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C
RIGHUK04,1.4461,[O-][N+](=O)c1cc(ccc1Cc1ncccc1C)[N+](=O)[O-]
RIGJIA,1.83,[O-][N+](=O)N1CN([C@H]2[C@@H]1[C@H]1[C@@H]2N(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIJBIY,1.433,CC(=O)c1cccc(c1)n1nc2c(c1[N+](=O)[O-])cccc2
RIJMOM,1.447,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1ccc(c2)[N+](=O)[O-]
RIKNOO,1.5788,[O-][N+](=O)c1cc[nH]n1
RIKZOD,1.7127,[O-][N+](=O)c1cc(cc(c1Nn1nn[nH]c1=O)[N+](=O)[O-])[N+](=O)[O-]
RILXOB,1.4825,O=[N+]1C(=[N+]=c2c(=C1C)cccc2)c1ccc(cc1)[N+](=O)[O-]
RINWUG,1.554,O=C(c1ccncc1)N/N=C/c1ccc(o1)[N+](=O)[O-]
RINYOC,1.4535,O=[N+](c1ccccc1)/C=C/1\C=CC(=[O+]1)[N+](=O)[O-]
RIQRIV,1.3909,Oc1ccc2c(c1Nc1ccc(cc1)[N+](=O)[O-])cccc2
RIRMAH,1.5185,[O-][N+](=O)c1ccc(c(c1)N)N
RIYQOG,1.687,COc1ccc(c(c1c1c(OC)c(cc(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIYTID,1.3841,N#Cc1cc(ccc1C)[N+](=O)[O-]
RIZGUD,1.5316,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccco1)\C)[N+](=O)[O-]
ROFGAV,1.3872,N#Cc1ccc(c(c1)[N+](=O)[O-])C
ROFHAV,1.6899,O=C1C[C@@H]([C@@H]2O[C@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
ROFNIK,1.4473,Cc1ccc(cc1c1nnn[nH]1)[N+](=O)[O-]
ROFQIO,1.5304,ON(c1onc(c1)[N+](=O)[O-])[C@H]1CCCO1
ROGDEX,1.3414,COc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
ROGVAL,1.5099,CCOC(=O)[C@@]1(C[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-]
ROHBAR,1.4414,O=C(c1ccncc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
ROKREO,1.3261,CCN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])CC
ROKZUM,1.3935,O=C1CCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ROLBAV,1.5537,[O-][N+](=O)c1ccnc(c1)c1nccc(c1)[N+](=O)[O-]
ROTXUV,1.4585,[O-][N+](=O)c1cccc(c1)c1cnc(nc1)N1CCOCC1
ROWHUI,1.4215,O=C(c1ccccc1Oc1ccccn1)c1ccc(cc1)[N+](=O)[O-]
RUBXOD,1.5279,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])N1CC=CC1
RUBYAQ,1.3888,C=CCN(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])CC=C
RUCRIR,1.3833,CCOC(=O)c1[nH]c(c2c1[C@@H]1CC[C@H]2C=C1)[N+](=O)[O-]
RUGJUZ,1.6374,[O-][N+](=O)c1n(C)cnc1[N+](=O)[O-]
RUJJEM,1.4742,Oc1ccc(c(c1)/C=N/NC(=O)c1cc2ccccc2cc1O)[N+](=O)[O-]
RUJSEV,1.4214,[O-][N+](=O)c1ccccc1OCCCCOc1ccccc1[N+](=O)[O-]
RUQWEG,1.434,C/C(=N\NC(=O)c1ccccc1O)/c1ccc(cc1)[N+](=O)[O-]
RUSCOZ,1.4166,N#C/C(=C\c1ccc(cc1)n1cncc1)/c1ccc(cc1)[N+](=O)[O-]
RUSHIW,1.5762,N#[N+][N-][C@]1(C[C@H]2C[C@@H]1C[C@@]2([N-][N+]#N)[N+](=O)[O-])[N+](=O)[O-]
RUTFET,1.3993,Oc1ccc2c(c1/C=N/N=C/c1ccc(cc1)[N+](=O)[O-])cccc2
RUVTAD01,1.3328,O[C@@H]1CCCC[C@H]1Nc1ccc(cc1)[N+](=O)[O-]
RUWCIV,1.4468,[O-][N+](=O)c1cc(ccc1N(c1ccccc1)C)[N+](=O)[O-]
RUXFAT,1.6899,O=C1C[C@H]([C@H]2O[C@@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
SABDAC,1.3926,COc1ccc(cc1)Oc1ncccc1[N+](=O)[O-]
SABFIM,1.4819,O=C(c1ccccc1O)Nc1cccc(c1)[N+](=O)[O-]
SABJEM,1.3553,COC(CN1CCN2C1=C(CC[C@@H]2O)[N+](=O)[O-])OC
SAFMAQ,1.6449,[O-][N+](=O)c1cc2nn[nH]c2c(c1)[N+](=O)[O-]
SAFQOH,1.435,Oc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
SAFYAB,1.4671,N#Cc1nn(c(c1)N)c1ccc(cc1)[N+](=O)[O-]
SAGLOD,1.4628,CCOC(=O)c1ccccc1NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAGVUT,1.3026,N#Cc1ccc(c(c1)[N+](=O)[O-])NC(C)C
SAHBEK,1.5376,CNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAHCOV,1.318,COc1c(O)ccc(c1[N+](=O)[O-])/C=N/c1cc(C)cc(c1)C
SAHLEU,1.4308,OC(=O)c1ccccc1Nc1ccccc1[N+](=O)[O-]
SAHSID,1.4908,[O-][N+](=O)c1cc2ccccc2cc1[N+](=O)[O-]
SAJYAD,1.4708,Oc1ccc(nc1)/N=N/c1cccc(c1)[N+](=O)[O-]
SALXEJ,1.5069,[O-][N+](=O)c1cc(ccc1N1CCC=N1)[N+](=O)[O-]
SAMROP,1.3939,CN/C(=N\[N+](=O)[O-])/NC[C@H]1COCC1
SANQAA,1.382,[O-][N+](=O)/C=C/c1nc2c(n1C)cccc2
SANXOV,1.3532,[O-][N+](=O)c1ccc(cc1)[C@H]1Nc2ccccc2[C@H]2[C@@H]1CCO2
SAPFUN,1.3103,Nc1ccc(cc1/N=C/c1ccc(cc1)N(C)C)[N+](=O)[O-]
SAPGAS,1.5614,CCOC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
SAQVAG,1.3863,C[C@H]1CC=CC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
SAQVIS,1.425,CN(c1ccc(cc1)c1nc2c(o1)ccc(c2)[N+](=O)[O-])C
SAQYAK,1.463,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@H]1[C@H]2C=C[C@H]3[C@@H]1[C@H]3C2
SAQZAK,1.7998,[O-][N+](=O)Cn1nnc(n1)[N+](=O)[O-]
SASMEH,1.4627,CCN1C(=O)/C(=N\Nc2ccc(cc2O)[N+](=O)[O-])/C(=C(C1=O)C#N)C
SATRIO,1.5206,CC(=O)NCN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])CNC(=O)C
SATROU,1.5178,COC(N([N+](=O)[O-])C)N([N+](=O)[O-])C
SAWBOH,1.7375,[O-][N+](=O)c1cc(cc(c1C(=O)N)[N+](=O)[O-])[N+](=O)[O-]
SAWBUN,1.7858,[O-][N+](=O)c1cc(cc(c1C(=O)O)[N+](=O)[O-])[N+](=O)[O-]
SAWFUS,1.3597,COC(=O)/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SAWMIO,1.5284,[O-][N+](=O)c1onc2c1CCCC2=O
SAWMUA,1.7225,[O-][N+](=O)c1onc2c1[C@@H]1CO[C@@H](O1)C2=O
SAWNAH,1.6138,[O-][N+](=O)c1cc(no1)C(=O)OC
SAWNEL,1.4484,O=C(c1noc(c1)[N+](=O)[O-])OCc1ccccc1
SAXBUR,1.4311,[O-][N+](=O)c1c(onc1c1ccccc1)c1ccccc1
SAZJIN,1.3238,CCOc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
SAZPER,1.3208,[O-][N+](=O)c1ccc2c(c1)N[C@@H](C(=N2)c1ccccc1)c1ccccc1
SEBHIQ,1.307,CN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])C
SECHIT,1.3943,COC(=O)[C@@H](C(C)C)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SECJER,1.5426,Cc1ccc(cc1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECSOK,1.2782,[O-][N+](=O)c1cccc(c1)n1nc(cc1N)C(C)(C)C
SECVOL,1.6645,[O-][N+](=O)N1CCCN(C1C1N(CCCN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECVON,1.5032,N#C/C(=C\c1cc2OCOc2cc1[N+](=O)[O-])/C(=O)OC
SEDMIZ,1.292,[O-][N+](=O)c1ccc(cc1)/C=N/N(c1ccccc1)c1ccccc1
SEDTUQ03,1.8935,NC(=C([N+](=O)[O-])[N+](=O)[O-])N
SEFPEY,1.3169,Cc1cc(nc(c1)C)NC(=O)[C@@H](c1ccc(cc1)[N+](=O)[O-])C
SEGFAL,1.6727,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])C
SEGRUR,1.4738,Nc1nccc(c1)[N+](=O)[O-]
SEGSEC,1.6153,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O)O[N+](=O)[O-])O[N+](=O)[O-]
SEJNEA,1.3089,CC(N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)C)C
SEKGUL,1.143,CC(=O)NC(CC([N+](=O)[O-])(C)C)(C)C
SEKHEW,1.1485,C#[N+]C(CC([N+](=O)[O-])(C)C)(C)C
SEKJAU,1.1945,CC1(C)NC(NC(C1)(C)C)c1ccc(cc1)[N+](=O)[O-]
SEKJEY,1.2836,CC([N+](=O)[O-])(CC([N+](=O)[O-])(C)C)C
SEMXAJ,1.3049,COc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-]
SENHID,1.4271,COC(=O)c1cc(ncc1[N+](=O)[O-])Nc1ccccc1
SERMUZ,1.4543,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-]
SESSIT,1.3608,CC1=NN([C@@H](C1)c1ccco1)c1ccc(cc1)[N+](=O)[O-]
SEZVEZ,1.3588,C[C@@H](C(=O)OCc1ccc(cc1)[N+](=O)[O-])C(=O)Nc1ccccc1
SICNUN,1.7022,OC(=O)CN(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SIDQEB,1.4049,Oc1ccc2c(c1/C=N/c1cccc(c1)[N+](=O)[O-])cccc2
SIDVOQ,1.4869,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc(c(c1)O)O
SILTOW01,1.5674,O=C(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-]
SIMFAW,1.4702,[O-][N+](=O)c1ccc2c(c1)nc(oc2=O)c1ccccc1
SIMGUR,1.3828,[O-][N+](=O)/N=C/1\NCCN1CCC(=O)c1ccccc1
SIMYIX,1.3184,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc2c(c1)OCO2
SINBEX,1.4038,CCOC(=O)c1c(C)nc(c(c1N)C#N)Oc1ccccc1[N+](=O)[O-]
SINHON,1.4264,[O-][N+](=O)c1ccc(cc1)/C=C\c1ccc(cc1)[N+](=O)[O-]
SINRUC,1.4803,O=Cc1cccn1c1ccc(cc1)[N+](=O)[O-]
SINZEW,1.5382,O=C(c1cc(O)cc(c1)O)N/N=C/c1ccc(cc1)[N+](=O)[O-]
SIRXAS,1.5332,[O-][N+](=O)[C@]1(C)C=C[C@@](c2c1cccc2)(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
SIRXOG,1.2437,Cc1ccc(cc1)/N=C(\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SIRXUM,1.2624,Cc1ccc(cc1)/N=C(/c1ccc(cc1)[N+](=O)[O-])\c1ccccc1
SITHEK,1.6155,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])n1cncn1
