ID,Density(g/cm^3),smiles
GAQMOB,1.4842,Cn1cc2c(n1)c(ccc2)[N+](=O)[O-]
GARBUY,1.601,[O-][N+](=O)c1ccc(c(c1)C(=O)O)N
GATPEW,1.3141,CN(c1ccccc1)/N=C/c1ccccc1[N+](=O)[O-]
GATYIK,1.5164,[O-][N+](=O)c1ccc2c(c1)ccc(=O)[nH]2
GAVGIU,1.3316,Oc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
GAWBOW,1.3984,CCOc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O
GAWGUH,1.2769,Cc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
GAXGOE,1.478,COC(=O)c1cnc(nc1C)c1ccc(cc1)[N+](=O)[O-]
GAZBEQ,1.4222,COC(=O)c1cc(ncc1C(=O)OC)c1ccccc1[N+](=O)[O-]
GECCUM,1.3325,O[C@@]1(C=CC2=NCC[C@@]2(C1)C)c1ccc(cc1)[N+](=O)[O-]
GECPEL,1.3196,CCCCn1cnnc1Nc1cccc(c1)[N+](=O)[O-]
GECPIP,1.3795,Cc1cc(ccc1C)n1cnnc1Nc1cccc(c1)[N+](=O)[O-]
GEDWIV,1.4346,N#CC1=C(C#N)[C@@](C)([N+](=O)[O-])C(C(=O)[C@]1(C)[N+](=O)[O-])(C)C
GEDYEU,1.6897,[O-][N+](=O)N1CCn2c1nnn2
GEJKUB,1.3338,[O-][N+](=O)c1ccc(cc1)CNc1ccccc1
GEJLAI,1.2929,[O-][N+](=O)c1ccc(cc1)CCNc1ccccc1
GEJLEM,1.2308,Cc1ccc(cc1)N(CCc1ccc(cc1)[N+](=O)[O-])C
GEKKOY,1.4863,O=[N+]1c2ccc(cc2[N-]OC21CCCCC2)[N+](=O)[O-]
GEKKUE,1.4197,O=[N+]1c2cc(ccc2[N-]C21CCCCC2)[N+](=O)[O-]
GELHUD,1.4321,[O-][N+](=O)OCCNC(=O)c1ccccc1NC(=O)c1ccccc1
GEMZAZ,1.9924,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])NC(=O)N2[N+](=O)[O-]
GEPPUN,1.3005,CCN(c1ccccc1)C(=O)COc1ccc(cc1)[N+](=O)[O-]
GEQHOZ,1.425,CO/C(=N/C(=O)c1ccccc1)/Nc1ccccc1[N+](=O)[O-]
GERPOJ02,1.6083,OCCNc1cc(NCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-]
GESFAO,1.4198,O=C1N[C@@H](Nc2c1cccc2)c1ccccc1[N+](=O)[O-]
GETFIU01,1.7267,[N-]=[N+]=C1C=C(C=C(C1=O)[N+](=O)[O-])[N+](=O)[O-]
GEVLEZ,1.324,COc1cc(C(=O)NCc2ccccc2)c(cc1OC)[N+](=O)[O-]
GEVSIM,1.3692,COC(=O)C1=C(C)N[C@H](C(=C1)[N+](=O)[O-])c1ccccc1
GEVSOS,1.4425,COC(=O)/C(=C(\N)/C)/C=C/[N+](=O)[O-]
GEXKUP,1.3634,N/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
GEYNON,1.7706,O=C1OCOc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]
GEYREK,1.6342,[O-][N+](=O)c1nc2n(n1)CCCn1c2nc(n1)[N+](=O)[O-]
GEZKII,1.3749,COc1ccc(cc1)n1ccc(c1c1ccc(cc1)[N+](=O)[O-])C=O
GIBVOE,1.7149,[O-][N+](=O)c1ccc2c3c1[nH]c(=O)[nH]c3c(cc2)[N+](=O)[O-]
GIBZAV,1.3283,O=C(Cc1ccccc1)N/N=C/c1ccccc1[N+](=O)[O-]
GICTIV,1.8303,[O-][N+](=O)n1cnc(n1)/N=N/c1ncn(n1)[N+](=O)[O-]
GIGQUI01,1.6185,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])OC)[N+](=O)[O-]
GIHFEI,1.6996,N#Cc1cc(cc2c1c1c(cc(cc1C2=O)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
GIJBEJ,1.3953,O=C(C(=O)n1cc(c2c1cccc2)C)c1ccc(cc1)[N+](=O)[O-]
GILYUV,1.5468,[O-][N+](=O)[C@@H]1[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2[C@@H]2[C@H]3[C@H]4[C@H]1[C@H]2[N+](=O)[O-]
GIMBOT,1.7451,[O-][N+](=O)c1cc(cc(c1/C=C/c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
GIPRUU,1.3901,N#C/C(=C\c1ccc(cc1)[N+](=O)[O-])/Cn1cnc2c(c1=O)cccc2
GIQVEJ01,1.4563,[O-][N+](=O)c1ccc2c(c1)ncc(n2)c1ccccc1
GISDIX,1.4309,O=[N+](c1ccccc1)/N=[NH+]/c1ccc(cc1)[N+](=O)[O-]
GIVJAX,1.38,[O-][N+](=O)c1ccc(cc1)Cc1nccnc1
GIZSOX,1.5609,O/N=C/1\CCCC1([N+](=O)[O-])[N+](=O)[O-]
GOCTUP,1.4142,Oc1ccccc1/N=C/c1ccc(cc1)[N+](=O)[O-]
GODNUI,1.4667,[O-][N+](=O)c1cccc2c1c1ccccc1nn2
GOLVAE,1.3595,N#Cc1c2cccnc2ccc1C([N+](=O)[O-])(C)C
GOTFOM,1.4033,[O-][N+](=O)c1cc(/C=N/c2ccccc2)ccc1O
GOWKOU,1.46,CCOC(=O)/C(=C/Nc1cccc(c1)[N+](=O)[O-])/C(=O)O
GOXKAF,1.4265,CC(=O)NN(C(=O)c1ccccc1O)c1ccc(cc1)[N+](=O)[O-]
GOZFIM,1.3636,CN1Cc2ccccc2N[C@H]1c1ccccc1[N+](=O)[O-]
GUFLUO,1.4434,N#C/C(=N\Nc1ccccc1[N+](=O)[O-])/C(=O)C
GULGAV,1.7813,[O-][N+](=O)c1[nH]cnc1[N+](=O)[O-]
GURDAY,1.6279,[O-][N+](=O)C([C@]12[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1[C@@H]3[C@@]42C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
GUTZAY,1.5485,[O-][N+](=O)c1cccc(c1)c1nnc2n1ncc1c2cccc1
GUVYAY,1.3111,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N2CCCC1
GUZKET,1.4987,O=C(Cn1cccc(c1=O)[N+](=O)[O-])Nc1ccccc1
GUZWEE,1.497,[O-][N+](=O)[C@]12C[C@H]3[C@H]4[C@@H](C2)[C@H]2[C@@H](C1)[C@@H]3C[C@@](C4)(C2)[N+](=O)[O-]
HABMAZ,1.5419,[O-][N+](=O)/N=c/1\cc(C)ccn1O
HABMED,1.4598,CC1=CC=C[N+](=O)/C/1=[NH+]/[N+](=O)[O-]
HABZIT,1.2638,N#CCC[C@]1(CCCCCCC1=O)[N+](=O)[O-]
HACLEE,1.5038,[O-][N+](=O)c1ccc2n(c1=O)C[C@@H]1C[C@H]2CNC1
HACVAL,1.3603,OC[C@@H]1N[C@@H]1c1ccc(cc1)[N+](=O)[O-]
HADCAT,1.6336,[O-][N+](=O)c1cc(/N=N/c2cc(cc(c2C)[N+](=O)[O-])[N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
HAGSEP,1.4567,[O-][N+](=O)c1ccc2c(c1)c1c(c(=O)o2)c(nn1c1ccccc1)C
HAHRIU,1.4524,[O-][N+](=O)C1=CC=C2C(=NC3([N+]2=O)CCCCC3)C1=[NH2+]
HAMYAY,1.4497,C/C(=C/1\N=C(OC1=O)c1ccccc1)/NC(=O)c1cccc(c1)[N+](=O)[O-]
HASHAK,1.7377,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@]1([C@H]2[C@]3([C@H]41)[N+](=O)[O-])[N+](=O)[O-]
HASHEO,1.8138,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
HAWLUN,1.3516,COc1ccc(cc1)/C=C(\C(=O)NCc1ccccc1)/[N+](=O)[O-]
HAWSOO,1.421,Cc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
HAYYEM,1.5524,[O-][N+](=O)[C@]1(C)c2ccccc2[C@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
HAYZIR,1.4163,CCCCOC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
HDNBPP,1.5,[O-][N+](=O)c1cc(cc2c1O[C@H]1OCCC[C@H]1C2)[N+](=O)[O-]
HEBCHN,1.3798,C[C@H]([C@]12CCC[C@@H]2C1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
HECDIC,1.2583,[O-][N+](=O)c1c(C)c([N+](=O)[O-])c(c(c1C)C(C)(C)C)C
HECFOK,1.4047,[O-][N+](=O)c1cnc(n1C)c1ccccc1
HECGAX,1.4321,Nc1ccc(cc1)c1ncc(n1C)[N+](=O)[O-]
HEDFUU,1.4327,COC(=O)[C@@]1(N=CN2[C@H]1CC[C@H]2C)c1ccc(cc1)[N+](=O)[O-]
HEGBON,1.5549,O=C1OC(=N/C/1=C\c1ccco1)c1ccc(cc1)[N+](=O)[O-]
HEHTUJ,1.5268,[O-][N+](=O)c1c[nH]nc1C
HEHVAR,1.4567,[O-][N+](=O)c1cn[nH]c1C
HENKIU01,1.4534,CC(=O)C(=NNc1ccc(cc1)[N+](=O)[O-])C(=O)C
HEPFUD,1.6594,[O-][N+](=O)c1c(C)nc2n(c1=O)nc[nH]2
HESPIF,1.4787,COc1cccc(c1OCCOc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C=O
HEVZOZ,1.2534,O=C([C@@H](NC(=O)C(C)(C)C)C)Nc1cccc(c1)[N+](=O)[O-]
HEXTIN,1.5343,Cc1c([N+](=O)[O-])c(C)c(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
HEXXUE,1.438,COc1ccccc1NC(=O)c1cc(C)cc(c1O)[N+](=O)[O-]
HEYLEF,1.3458,Cc1cnc(nc1c1cccc(c1)[N+](=O)[O-])c1ccccc1
HIBWUK,1.2301,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1C(C)(C)C)C(C)(C)C
HIGSIZ,1.5025,N#CCN([N+](=O)[O-])CC#N
HIHZUT,1.8553,[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+](=O)[O-]
HIJBAD,1.7986,[O-][N+](=O)c1cc(cc2c1[nH]c(=O)c(=O)[nH]2)[N+](=O)[O-]
HIKMEW,1.538,CC(=O)CN1[C@H]2N/C(=N\[N+](=O)[O-])/N([C@H]2N/C/1=N\[N+](=O)[O-])CC(=O)C
HIMYOU,1.2701,CCOC(=O)[C@H]([C@@H]([C@H]([N+](=O)[O-])C)c1ccccc1)C#N
HIMYUA,1.2654,CCOC(=O)[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)C#N
HIPSII,1.3613,Cc1ccc(cc1)N1C[C@H]2[C@]3(C1)C=C[C@]([C@@H]2C)(O3)[N+](=O)[O-]
HIQVEI,1.3974,COC(=O)C1=C(C)NC(=O)C[C@H]1c1ccccc1[N+](=O)[O-]
HISRUW01,1.3423,CCC(Nc1c(cc(c(c1[N+](=O)[O-])C)C)[N+](=O)[O-])CC
HITMUS,1.3533,C/C(=C(\C[N+](=O)[O-])/C)/C[N+](=O)[O-]
HITNED01,1.3085,CC=C=CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(C)C
HIVLAA,1.5917,[O-]C(=O)[C@H](CCCN/C(=N/[N+](=O)[O-])/N)[NH3+]
HIVXOA,1.3591,[O-][N+](=O)c1ccc2c(c1)c1[nH]c3c(c1CC2)cccc3
HIXLUX,1.3163,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C)C
HIYDIC,1.3332,O=C(N(c1ccccc1[N+](=O)[O-])C)/C=C/c1ccccc1
HIYMIL,1.8187,[O-][N+](=O)/N=[N+]/1\C=[NH+]N=C1
HNIABZ20,1.7956,[O-][N+](=O)c1cc(cc(c1/N=N/c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
HNIMOZ,1.6689,[O-][N+](=O)c1cnc2n1CCO2
HOCVEA,1.6828,O=C1C(=O)c2cccc(c2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
HOCWEB,1.4784,[O-][N+](=O)c1ncc(cn1)c1ccccc1
HODKAN,1.3563,CCC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC
HOFDOV01,1.5754,O=[N+]1C=C/C(=[N+](/[N+](=O)[O-])\C)/C=C1
HOFFIR,1.4065,CC[C@@]1(CCC(=O)NC1=O)c1cccc(c1)[N+](=O)[O-]
HOFFOX,1.5022,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
HOHCIR,1.4043,O=NN1[C@@H](CO[C@@H]1c1ccc(cc1)[N+](=O)[O-])Cc1ccccc1
HOMDAO,1.4637,O=C(c1ccc(cc1)[N+](=O)[O-])Cn1ccccc1=O
HONHOJ,1.4166,O=C(c1cccnc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
HOQVUF,1.4988,[O-][N+](=O)c1cc(ccc1n1nnc(c1)c1ccccc1)[N+](=O)[O-]
HOTFEC,1.4535,O=C(c1cccc(c1O)[N+](=O)[O-])Nc1ccccc1
HOWJEI,1.5477,[O-][N+](=O)[C@@H]1C[C@H](C[C@H](C21OCCO2)[N+](=O)[O-])[N+](=O)[O-]
HOYSEV,1.8396,[O-][N+](=O)C(c1nonc1Oc1nonc1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
HOZBII,1.4513,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(cc1)[N+](=O)[O-]
HUCZOV,1.2814,CC1=NN([C@@H](C1)c1ccccc1)c1cccc(c1)[N+](=O)[O-]
HUDBOY,1.3864,C/C(=N/Nc1ccccc1[N+](=O)[O-])/C=C/c1ccco1
HUDKIB,1.4047,[O-][N+](=O)c1ccc(cc1)COc1cccc2c1nccc2
HUDLOI,1.1799,CC(NC(=O)c1cccc(c1[N+](=O)[O-])C)C
HUFCOB,1.4736,O=C(c1cnoc1C)N/N=C/c1cccc(c1)[N+](=O)[O-]
HUFFEU,1.5037,O=C(c1ccccc1)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
HUFNON,1.4615,[O-][N+](=O)c1c(C)nn2c1ccc1c2cccc1
HUFPOP,1.4421,Cn1c2ccccc2c2c1n1nc(c(c1cc2)[N+](=O)[O-])C
HUHTAF,1.506,O=c1oc(nc2c1cccc2)c1ccccc1[N+](=O)[O-]
HUKTUD,1.7579,[O-][N+](=O)NCC(CN[N+](=O)[O-])(CN[N+](=O)[O-])CN[N+](=O)[O-]
HUKVAL,1.753,[O-][N+](=O)NC(CN[N+](=O)[O-])CN[N+](=O)[O-]
HULJON,1.2852,[O-][N+](=O)c1ccc(cc1)NN=C1CCCC1
HUMHEC,1.4565,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\C)[N+](=O)[O-]
HUMSAJ,1.406,CC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1ccccc1
HUTHUB,1.5239,Cc1ccc(c(c1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])O
HUYGIT,1.3219,COc1ccc(cc1)/C(=C/C=C/c1ccc(cc1)[N+](=O)[O-])/C#N
HUZJAN,1.6096,[O-][N+](=O)O[C@@H]1[C@H]2C[C@H]3[C@@H]1[C@H]3[C@H]2O[N+](=O)[O-]
IBAMIK,1.3136,CCCCn1c2ccccc2c2c1ccc(c2)[N+](=O)[O-]
IBIZOJ,1.4922,N#Cc1ccccc1n1ncc(n1)[N+](=O)[O-]
ICUFIX,1.4754,[O-][N+](=O)OCCNC(=O)c1ccccn1
IDEHAD,1.5266,[O-][N+](=O)c1c(C)cc[nH]c1=O
IDEHEH,1.3478,CCOC(=O)Cn1ccc(c(c1=O)[N+](=O)[O-])C
IDITAR,1.6926,OC(=O)c1cccc(c1C(=O)N)[N+](=O)[O-]
IDULEZ,1.428,CCOC(=O)Cn1cccc(c1=O)[N+](=O)[O-]
IFIFOS,1.3364,COc1ccccc1/N=C/c1ccc(cc1)[N+](=O)[O-]
IFUVIP,1.341,Nc1ccc(cc1)OCCCOc1ccc(cc1)[N+](=O)[O-]
IGACAV,1.3794,COc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1OC
IGAGON,1.5121,[O-][N+](=O)c1cc(ccc1/N=N/C([N+](=O)[O-])(C)C)[N+](=O)[O-]
IHOGER,1.2719,C[C@@H]([C@@H](c1ccccc1)CC#N)OC(=O)c1ccc(cc1)[N+](=O)[O-]
IJESUL01,1.2704,N#C/C(=C(\N(C)C)/N=C(/N(C)C)\C)/[N+](=O)[O-]
IJIVEC,1.6078,[O-][N+](=O)/N=c/1\ccccn1O
IJIVIG,1.613,[O-][N+](=O)Nc1ccc[n+](c1)[O-]
IJUKEE,1.4852,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(c(c1)[N+](=O)[O-])O
IJUKII,1.4809,O=C(c1ccccc1O)N/N=C/c1ccc(c(c1)[N+](=O)[O-])O
IJUSIQ,1.485,OC(COc1ccccc1[N+](=O)[O-])COc1ccccc1[N+](=O)[O-]
IKABUS,1.4999,[O-][N+](=O)c1ccc(c(c1)c1nc2c([nH]1)cccc2)O
IKACIH,1.4486,O=C1OC(C)(C)OC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
IKIMIY,1.7223,CN(c1nc(N([N+](=O)[O-])C)c(nc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
IMISAY,1.6296,[O-][N+](=O)N(CN([N+](=O)[O-])CO[N-][N+](=O)C)CN([N+](=O)[O-])CO[N-][N+](=O)C
IMIVOP,1.7138,[O-][N+](=O)/N=C(/n1nc(nc1N)N)\N
IMIWOQ,1.6504,NC(=O)NN/C(=N/[N+](=O)[O-])/N
IMPYRA,1.3608,Cc1oc(C)cc(=Nc2ccc(cc2)[N+](=O)[O-])c1
INEZUY,1.7462,Nn1nc(c(n1)[N+](=O)[O-])N
INOLUU,1.3516,[O-][N+](=O)c1nnn(c1c1ccccc1)Cc1ccccc1
IPOXAZ,1.2978,CC(N1O[C@@H]1c1ccc(cc1)[N+](=O)[O-])C
IPUPOZ,1.686,N#Cc1cc([N+](=O)[O-])c2c(c1)[N+](=O)O[N-]2
IQOMIL,1.3854,N#CC(=C1C[C@H](c2ccco2)[C@H]([C@H](C1)c1ccco1)[N+](=O)[O-])C#N
IQOPIO,1.2189,N#CC(=C(C[C@H](c1ccccc1)C[N+](=O)[O-])C)C#N
IQUHUZ,1.4051,CCOC(=O)Cn1cc2c(n1)cc(cc2)[N+](=O)[O-]
ISACIO,1.2848,C[C@@H](c1ccccc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
ISAJAN,1.5357,N#[N+][N-]C(=O)c1ccccc1[N+](=O)[O-]
ISAJER,1.5826,O=C(c1ccc(cc1)[N+](=O)[O-])[N-][N+]#N
ISAYAC02,1.5228,Nc1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
ISAYEG01,1.5874,ONc1cc(cc(c1C)[N+](=O)[O-])[N+](=O)[O-]
ISICUJ,1.3064,Cc1cc(ccc1NCc1ccccc1)[N+](=O)[O-]
ISUQES,1.4023,N#Cc1c(nc(n1c1ccccc1)C)[N+](=O)[O-]
ITASIH,1.3787,O[C@@H](c1ccccc1[N+](=O)[O-])Nn1c(C)nnc1C
ITIKAY01,1.425,CCOC(=O)/C(=N\Nc1ccc(cc1O)[N+](=O)[O-])/C(=O)C
ITINAA,1.5748,N#[N+][N-]CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C[N-][N+]#N
ITINEE,1.7817,OC(=O)c1nnn(c1)CC([N+](=O)[O-])([N+](=O)[O-])Cn1nnc(c1)C(=O)O
IVEQIL,1.314,CCOC(=O)C1=N[C@H](O[C@@H]1c1ccc(cc1)[N+](=O)[O-])C(C)C
IVEREH,1.4106,[O-][N+](=O)C1=C/C(=C/NCC)/C(=O)C=C1
IYAWEK,1.5032,O/N=C(/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C)\C
IZAREG,1.4428,CC(=O)O/N=C/c1cccc(c1)[N+](=O)[O-]
IZEQUA,1.4985,CN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=O)c2c1cccc2
IZIPUD,1.4907,Oc1ccc(cc1)/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C
IZUFIS,1.374,[O-][N+](=O)c1cc2ccccc2nc1c1ccccc1
IZUFUE,1.3541,CCc1nc2ccccc2cc1[N+](=O)[O-]
JABLUW01,1.6681,[O-][N+](=O)n1ccc(n1)n1cnnn1
JABMAD01,1.7284,[O-][N+](=O)n1ncc(c1)n1cnnn1
JACYOB,1.4745,NC(=O)c1cccc(c1)[N+](=O)[O-]
JADNIM,1.2883,O=C1C=CC(=CC1=C1NC(C(N1)(C)C)(C)C)[N+](=O)[O-]
JAHPIR,1.4573,[O-][N+](=O)c1ccc(o1)/C=N/n1cccn1
JAJBEB,1.828,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2C([C@H]3[C@H]4C1([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
JAKCOO,1.5093,Cc1ccnc(c1[N+](=O)[O-])/N=N/c1nccc(c1[N+](=O)[O-])C
JAPKIU,1.7751,NNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JAPPAR,1.3635,CCN1CCO[C@@H](O1)c1ccc(cc1)[N+](=O)[O-]
JAPXIK,1.3076,[O-][N+](=O)c1ccc(cc1)/C=C\C1=NN(CC1)c1ccccc1
JAPXOQ,1.3672,[O-][N+](=O)c1ccc(cc1)/C=C/C1=NN(CC1)c1ccccc1
JAQTOK,1.4534,[O-][N+](=O)c1ccccc1c1nnc2c(c1)C(=O)c1c2cccc1
JAQVUV,1.6638,CCN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JASLEV,1.6601,CC(=O)NC(=C([N+](=O)[O-])[N+](=O)[O-])N
JAWKIC,1.3404,C[C@@]1(CN=NN1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
JAXTAE,1.4473,[O-][N+](=O)c1cccc(c1)/C=N/N=C/c1cccc(c1)[N+](=O)[O-]
JAYDET,1.3645,OC[C@H](Cc1ccccc1)N/C=C\1/C=C(C=CC1=O)[N+](=O)[O-]
JAYGEW,1.5359,O=C(Nc1ccc(cc1)[N+](=O)[O-])/C=C\C(=O)O
JAYZOB,1.3605,O=C(N(c1ccccc1)OC(=O)C)c1ccc(cc1)[N+](=O)[O-]
JECVAO,1.4026,O[C@@H](Cn1ccnc1[N+](=O)[O-])CN1CC1
JECVES,1.3363,[O-][N+](=O)c1nccn1C[C@@H](CN1C[C@@H]1C)O
JEDSUG,1.7888,O=C1N(CCN1[N+](=O)[O-])[N+](=O)[O-]
JEDXIC,1.4125,Cc1cc2c(cc1C)nc1n2CCn2c1c(cc2)[N+](=O)[O-]
JEHLAJ,1.9691,[O-][N+](=O)N1CCN([C@@H]2[C@H]1N([N+](=O)[O-])C(=O)N2[N+](=O)[O-])[N+](=O)[O-]
JEHLEN,1.7564,CC(=O)O[C@@H]1N([N+](=O)[O-])[C@H]2[C@@H](N1[N+](=O)[O-])N(CCN2[N+](=O)[O-])[N+](=O)[O-]
JEHNUF,1.4655,O=C(c1ccc(cc1)[N+](=O)[O-])Oc1ccccn1
JEJZAA,1.5996,O=[N+]1C=C/C(=[NH+]/[N+](=O)[O-])/C=C1
JEKHIR,1.3168,CCOC(=O)[C@H](/C(=C\c1ccc(cc1)N(C)C)/[N+](=O)[O-])O
JEKQUO,1.453,[O-][N+](=O)O[C@@H]1[C@H](Cc2c1cccc2)ON1C(=O)c2c(C1=O)cccc2
JELTEC,1.3843,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)Cc1ccccc1
JEMWII,1.4186,COc1ccccc1C(=C([N+](=O)[O-])[N+](=O)[O-])c1ccccc1OC
JENZAG,1.4639,[O-][N+](=O)c1ccc2c(c1)nc(o2)c1ccccc1
JEQWEI,1.4294,[O-][N+](=O)c1ccc(cc1)Cn1nnc2c1cccc2
JERVUY,1.8027,[O-][N+](=O)c1c[nH]c(=O)c(c1)[N+](=O)[O-]
JEXLUT,1.7911,[O-][N+](=O)N1CN(C[C@@H]2[C@H]1CN(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JEXMAA,1.7113,[O-][N+](=O)N1CN(C[C@@H]1[C@H]1CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JEXMEE,1.7117,[O-][N+](=O)N1CN(C2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JEXMII,1.8217,[O-][N+](=O)N1CCN([C@@H]2[C@@H]1N(CCN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JIDBIH,1.3311,[O-][N+](=O)C1(CCCCC1)C1(CCCCC1)[N+](=O)[O-]
JIJROJ,1.6122,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O[N+](=O)[O-])O)O[N+](=O)[O-]
JILKEU,1.395,N#C[C@]1([N+](=O)[O-])[C@H]2[C@@H]1[C@@H]1C[C@H]2C=C1
JINYEK,1.3819,CN1N=NN(C(/C/1=N/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(C)C)C
JIPSAF,1.7944,[O-][N+](=O)c1nonc1Nc1nnc2n(n1)cnn2
JIRTAG,1.3796,[O-][N+](=O)c1ccc(cc1)/C=C/n1c2ccccc2c2c1cccc2
JITLUT,1.229,CC(N1CCCO[C@@H]1c1ccc(cc1)[N+](=O)[O-])C
JIZJIL,1.4201,[O-][N+](=O)c1cnc(n1C)C
JODHOA,1.5402,[O-][N+](=O)c1ccc(cc1)n1nnnc1N
JODSEA,1.3137,O=C(Cc1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
JOFGER,1.4242,COc1cc2n(cnc2c(c1)[N+](=O)[O-])C(C)C
JOFGUH,1.3673,COc1cccc(c1)/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C
JOHBUD01,1.5514,[O-][N+](=O)[C@H]1[C@@H](C21CC2)[N+](=O)[O-]
JOKLIG,1.3637,CNC1=C([N+](=O)[O-])[C@@H](c2c(O1)[nH]nc2C)c1ccc(cc1)C
JOKQOR,1.6078,CC(=O)Nc1ccc(cc1[N+](=O)[O-])c1[nH]nnn1
JOKTIM,1.6523,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[C@]2(C(=C1)[N+](=O)[O-])OCc1[n+]2cccc1
JOLNED,1.3878,CN(/N=N/c1ccc(cc1)[N+](=O)[O-])C
JOPNAD,1.61,[O-][N+](=O)[N-][N@+]12CC[N@+](CC1)(CC2)[N-][N+](=O)[O-]
JOPNUX,1.3877,[O-][N+](=O)c1ccc2c(c1)NCCOCCNCCO2
JORBUN,1.5533,[O-][N+](=O)C(C([N+](=O)[O-])(C)C)([N+](=O)[O-])C
