ID,DetoT(K),smiles,DetoT
VENLOQ,1495,O=C(C(=O)Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-],1.495
VETMUD,1423,[O-][N+](=O)c1cc(OCc2ccccc2)ccc1N,1.423
VEVLEP,1947,[O-][N+](=O)c1ccc(cc1)NCNc1ccc(cc1)[N+](=O)[O-],1.947
VEWMES,1514,N#CC(=C1OC(C(=C1C#N)/C=C/c1ccc(cc1)[N+](=O)[O-])(C)C)C#N,1.514
VEXFEJ,1727,CCOC(=O)c1cc(cc2c1c1c(C2=O)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.727
VIFBAN,1451,O=C(c1cccc(c1)[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-],1.451
VIFSAF,1500,[O-][N+](=O)c1ccc2c(c1)nc([nH]2)C,1.5
VIGPIN,2359,N#C[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-],2.359
VIGPOT,2271,CO[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-],2.271
VIHGAU,2339,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,2.339
VIKVUG,2451,N#CC1([N+](=O)[O-])C(C1(C)C)(C)C,2.451
VIKWAN,1695,[O-][N+](=O)C1(C(=O)N)C(C1(C)C)(C)C,1.695
VIKWER,2980,C[C@@H]1[C@@H]([C@@]1([N+](=O)[O-])[C@]1([N+](=O)[O-])[C@H]([C@H]1C)C)C,2.98
VIKYOD,2256,[O-][N+](=O)[C@@H]1[C@H]2[C@@H]3[C@@H]4C[C@H]2[C@@H]2[C@H]1[C@H]([C@H]3[N+](=O)[O-])[C@H]42,2.256
VIKYUJ,2977,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1C([C@H]2[C@H](C3)[C@H]41)([N+](=O)[O-])[N+](=O)[O-],2.977
VILQEP,1120,N#CCN1[C@@H](c2ccccc2)C(=C(C1=O)O)C(=O)c1cccc(c1)[N+](=O)[O-],1.12
VIMFUV,1797,[O-][N+](=O)c1c(ccc2c1non2)Nc1ccc(cc1)C(=O)C,1.797
VINCOK,1870,[O-][N+](=O)c1cc(cc(c1Nc1cccc2c1cccc2)[N+](=O)[O-])[N+](=O)[O-],1.87
VINDAX,2270,COc1ccc(cc1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.27
VINMAG,1498,COc1ccc(cc1)/N=N/c1cccc2c1c(ccc2)[N+](=O)[O-],1.498
VIPVEX,2044,C=CCn1cc2c(n1)c(ccc2)[N+](=O)[O-],2.044
VIQWOI,1175,[O-][N+](=O)c1ccc(cc1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C,1.175
VIQWUO,1176,[O-][N+](=O)c1cccc(c1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C,1.176
VIRHAF,1029,[O-][N+](=O)/C(=C/c1c(c2ccccc2)n(c2c1cccc2)C)/C,1.029
VIRHEJ,1116,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C,1.116
VIRWIC,2871,[O-][N+](=O)O[C@@H]1C[C@@H]2[C@@]3([C@@]1(CCC3)CC2)O[N+](=O)[O-],2.871
VIWTAW,1303,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-],1.303
VIZMAU,1344,CN(C1=N/C(=N\c2ccccc2[N+](=O)[O-])/c2c1cccc2)C,1.344
VOCHUR,2258,[O-][N+](=O)C(=c1nc([nH]c(=O)[nH]1)N1CCCCC1)[N+](=O)[O-],2.258
VOFBID,1207,Oc1ccc(cc1)NC(=O)c1ccccc1[N+](=O)[O-],1.207
VOFDIF,1040,O=C(Nc1ccc(cc1)[N+](=O)[O-])NCCc1ccc(cc1)O,1.04
VOFDOL,1178,O=C(Nc1ccc(cc1)O)Nc1ccc(cc1)[N+](=O)[O-],1.178
VOHZOI,2348,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\[N+](=O)[O-])[N+](=O)[O-],2.348
VOKKUB,2443,COC(=O)[C@]1([N+](=O)[O-])[C@@H]2CCC[C@H]1[C@H]2[N+](=O)[O-],2.443
VOPZAB,1762,[O-][N+](=O)c1c(C)cc2n1cccc2,1.762
VOPZEF,1622,[O-][N+](=O)c1c(C)cc2n1cccc2C,1.622
VOPZIJ,1692,[O-][N+](=O)c1c(C)cn2c1cccc2,1.692
VOPZOP,1636,Cc1cccn2c1c([N+](=O)[O-])c(c2)C,1.636
VOQJER,1653,CCc1ccc(cc1N)[N+](=O)[O-],1.653
VOQQAU,3610,CC([N+](=O)[O-])([N+](=O)[O-])COCOCC([N+](=O)[O-])([N+](=O)[O-])C,3.61
VOVHAR,1223,N=c1oc2ccccc2cc1c1ccc(cc1)[N+](=O)[O-],1.223
VOXPIH,1321,Oc1ccccc1/C=N/c1cccc(c1)[N+](=O)[O-],1.321
VOZHAT10,2849,[O-][N+](=O)c1ccccc1[N-][N+](=O)C([N+](=O)[O-])(C)C,2.849
VUBZUN,4576,[O-][N+](=O)OC1CN(C1)[N+](=O)[O-],4.576
VUCBAW,4386,[O-][N+](=O)C1(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],4.386
VUJVOL,1060,CCn1c2ccc(cc2c2c1cccc2)[N+](=O)[O-],1.06
VUJWEC,1346,OC[C@@H]1CC[C@@H](N1C(=O)c1ccccc1[N+](=O)[O-])OC,1.346
VUKHIS,1054,CC(=O)N(c1ccccc1c1ccccc1[N+](=O)[O-])C(=O)C,1.054
VUNMEX,1236,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccc(c(c1)C)C,1.236
VUNMIB,1234,Cc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1C,1.234
VUXLUV,2281,[O-][N+](=O)c1nccn1C[C@@H](COC)O,2.281
VUYKUV,1888,CN(/C=N/c1ccc(cc1)[N+](=O)[O-])C,1.888
VUYLAC,1714,CN(/C(=N/c1ccc(cc1)[N+](=O)[O-])/C)C,1.714
VUYLEG,1307,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/C(C)(C)C)C,1.307
VUYWUI,1389,Nc1ccc(cc1Oc1ccccc1)[N+](=O)[O-],1.389
VUZHII,1375,O=C(c1ccccc1C)N/N=C/c1ccc(cc1)[N+](=O)[O-],1.375
WACFUD,1070,Oc1ccc2c(c1/C=N/c1cccc(c1C)[N+](=O)[O-])cccc2,1.07
WACGOW,2966,[O-][N+](=O)c1cc(cc(c1Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.966
WACQEY,1854,[O-][N+](=O)c1cc([N+](=O)[O-])c(c2c1cccc2)O,1.854
WADBEK,1991,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-],1.991
WADCOW,989,[O-][N+](=O)c1ccc2c(c1)C(C)(C)c1c(N2)cccc1,0.989
WADYAD,1159,CCOC(=O)c1ccn2c(c1c1ccc(cc1)[N+](=O)[O-])ncc2,1.159
WADZUY,995,O=C(c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1)Nc1ccccc1,0.995
WAFBAI,1453,N#Cc1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1,1.453
WAHLEW,1279,CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)[N+](=O)[O-],1.279
WAHLIA,1266,CN1[C@H]2CCCC[C@H]2O[C@H]1c1ccc(cc1)[N+](=O)[O-],1.266
WAJSIM,1722,[O-][N+](=O)c1ccc2c(c1)[C@@H]1[C@@H]3N2CC[C@]13C,1.722
WAKDIW,1975,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C=C/c1ccccc1,1.975
WAKSIM,1377,COc1ccc(cc1)c1c(C#N)n2c(c1[N+](=O)[O-])cccc2,1.377
WAKSUX,4551,[O-][N+](=O)/N=C(/N([N+](=O)[O-])C)\N,4.551
WAKWEK,1612,[O-][N+](=O)c1c(c2ccccc2)n(c2c1cc(cc2)[N+](=O)[O-])C,1.612
WALFUM,2471,CCOc1nc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],2.471
WANVEP,3581,[O-][N+](=O)OCc1c(CO[N+](=O)[O-])onc1c1noc(c1CO[N+](=O)[O-])CO[N+](=O)[O-],3.581
WAPGEZ,1992,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1N1CCCC1)cccc2,1.992
WAQYEV,1528,CCOC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/C#N,1.528
WASMAE,2937,COC(=O)[C@]12[C@H]3[C@H]4[C@@]2([C@H]2[C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-],2.937
WASRAJ,2988,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.988
WATTAN,1230,COC(=O)[C@@H]1C(=O)C=C(N[C@H]1c1cccc(c1)[N+](=O)[O-])C,1.23
WAWBAY,1678,COCCn1cnc2c1cc(cc2)[N+](=O)[O-],1.678
WAXJUC,1890,N[C@@H]([C@@H](c1cccc(c1)[N+](=O)[O-])N)c1cccc(c1)[N+](=O)[O-],1.89
WEFBAM,1322,Nc1ccc(cc1NCc1ccccc1)[N+](=O)[O-],1.322
WEFBEQ,1462,Nc1ccc(cc1NCc1ccccn1)[N+](=O)[O-],1.462
WEHCIX,1405,N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)[N+](=O)[O-],1.405
WEHCOD,1165,N#Cc1c(oc2c1cc(cc2)[N+](=O)[O-])c1ccccc1,1.165
WEKGOJ,3321,[O-][N+](=O)c1cc(nc(c1)[N+](=O)[O-])[N+](=O)[O-],3.321
WEKGUP,3869,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[N+](=O)C(=C1)[N+](=O)[O-],3.869
WENRAJ,1426,O=C1Nc2c(C1=O)cc(cc2)[N+](=O)[O-],1.426
WERPUE,1582,OCCn1c(/C=C/c2ccccc2)ncc1[N+](=O)[O-],1.582
WERVEU02,2241,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],2.241
WERYEX,3279,[O-][N+](=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\[N+](=O)[O-])/N2,3.279
WETGEJ,3108,N#[N+]C1=C(N=[N+](C1=O)C)[N+](=O)[O-],3.108
WIGTOX,1968,CC(=O)Cn1c(C)ncc1[N+](=O)[O-],1.968
WIGVEP,1148,[O-][N+](=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2,1.148
WIGYOC01,1181,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-],1.181
WIHBEV,1317,O=C(c1ccccc1)NNC(=O)c1ccccc1[N+](=O)[O-],1.317
WIJCEX,1408,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C,1.408
WILBAU,1136,[O-][N+](=O)c1c([nH]nc1C(C)(C)C)C(C)(C)C,1.136
WINJAF,2524,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.524
WIPFUX,1163,Cc1ccccc1NC(=O)c1ccccc1[N+](=O)[O-],1.163
WISBIJ,1616,COc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-],1.616
WISBOP,1408,[O-][N+](=O)c1cn(c(n1)C)c1ccc(cc1)C(=O)C,1.408
WIXBUB,1108,COc1ccc(c(c1)[C@@H](c1cccc(c1)[N+](=O)[O-])NC(=O)C)O,1.108
WOBHUQ,1428,COc1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-],1.428
WOBJAY,1373,CN(c1ccc(cc1)/C=C/C=N/c1cccc(c1)[N+](=O)[O-])C,1.373
WOBJEC,1365,CN(c1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-])C,1.365
WOBLUU,3684,[O-][N+](=O)Cn1cnc(n1)[N+](=O)[O-],3.684
WOGNUB,2166,CC1=NN(C(=O)C1)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.166
WOGPAJ,2184,Oc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.184
WOGVIY,1527,COc1ccc(cc1OC)/N=C/c1ccc(cc1)[N+](=O)[O-],1.527
WOJJUC01,1346,[O-][N+](=O)c1ccccc1/C=N/N(c1ccccc1)c1ccccc1,1.346
WOKSIY,1669,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C,1.669
WOQXOR,2163,O/N=C/c1ccc(c(c1)[N+](=O)[O-])O,2.163
WOTVAC,950,CCCCCCOC(=O)Nc1ccc(cc1)[N+](=O)[O-],0.95
WOVXOU,1720,[O-][N+](=O)c1ncn(c1)c1ccccc1,1.72
WOVXUA,1557,[O-][N+](=O)c1ncn(c1)c1ncn(c1)c1ccccc1,1.557
WUBJAG,3612,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3[C@H]([C@@H]1C[C@@H]([C@H]2O[N+](=O)[O-])C3([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-],3.612
WUKZIL,2653,CN(c1ccncc1)[N+](=O)[O-],2.653
WUMHES,1794,O=CN1C[C@@H]2[C@]([C@@H]1C(C)C)(C2)[N+](=O)[O-],1.794
WUPMAW,1448,O=C(c1onc2c1cc(cc2)[N+](=O)[O-])c1ccccc1,1.448
WUVWAL01,1536,Oc1ccccc1/C=N/Nc1ccc(cc1)[N+](=O)[O-],1.536
WUVXIU,1712,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1,1.712
WUXHAY,2048,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-],2.048
WUXJOO,2376,COc1ccc(cc1[N+](=O)[O-])/C=C(\c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-],2.376
XAHMIE01,4609,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2,4.609
XAHZIS,2430,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.43
XAKMAY,2554,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,2.554
XALNEF,1060,CCOC(=O)C1=CC[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-],1.06
XALQEJ,1280,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-],1.28
XANLAC,1275,[O-][N+](=O)c1ccc(cc1)c1cnc2c(n1)cccc2,1.275
XARXUM,1387,COC(=O)C(C(=O)OC)Nc1ccc(cc1)[N+](=O)[O-],1.387
XARYIY,2807,O=[N+]1O[N-]C2=C1[C@@H]1[C@@H]3CC[C@H]([C@@]1(C=C2[N+](=O)[O-])[N+](=O)[O-])C=C3,2.807
XARYOE,2613,[O-][N+]1=C2[C@@H]([C@H]3[C@@H](O1)C=CC3)C1=C([C@]3([C@@H]2[C@@H]2C=C[C@H]3C2)[N+](=O)[O-])[N-]O[N+]1=O,2.613
XATFIJ,1883,C=C=C1CCCC[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.883
XATHOR,1100,[O-][N+](=O)c1ccc2c(c1)nc1n2C(=CC(C1)(C)C)C,1.1
XATZUO,1431,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-],1.431
XAVMOW,2062,ONC(=O)c1ccc(cc1)[N+](=O)[O-],2.062
XAVPEQ,2154,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-],2.154
XAXRIX,1966,C#CCN(c1ccc(cc1)C)Cc1ccc(o1)[N+](=O)[O-],1.966
XAYKEO,1448,Cc1ccc(n1c1ccc(cc1)[N+](=O)[O-])C,1.448
XAZFIO,1256,O=C1CO[C@@]2([C@@]1(C)CCC2)Nc1ccc(cc1)[N+](=O)[O-],1.256
XAZQAR,1591,[O-][N+](=O)c1ccc2c(c1)NCCC2,1.591
XEBHET,4103,CC([N-][N+](=O)c1nonc1N[N+](=O)[O-])(C)C,4.103
XEBKEW,1977,Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.977
XEDTAC,1927,CC[C@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-],1.927
XEKLOR,2270,[O-][N+](=O)c1ccccc1CN1CN1Cc1ccccc1[N+](=O)[O-],2.27
XEKWIW,1657,O=C=Nc1ccc(cc1)[N+](=O)[O-],1.657
XENCAV,2713,C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.713
XENGAZ,1517,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-],1.517
XENJOQ,1428,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-],1.428
XERGUW,1357,O=C1[C@@H]2[C@@H]([C@@H]2[N+](=O)[O-])C(=O)N1Cc1ccccc1,1.357
XETJIR,2596,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1nncc1,2.596
XETJOX,2611,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-],2.611
XETJUD,2625,COc1ccc(c(c1[N+](=O)[O-])n1nncc1)[N+](=O)[O-],2.625
XETKAK,2534,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])Cn1nncc1,2.534
XETKIS,2493,[O-][N+](=O)c1cc(ccc1Cn1nncc1)[N+](=O)[O-],2.493
XETYUS,1709,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-],1.709
XEXYII,3885,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-],3.885
XEXYOO,3861,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@H](N1[N+](=O)[O-])OC)[N+](=O)[O-],3.861
XICKUQ,2310,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.31
XICLAX,1296,NC(=O)[C@@H]1CCCN1c1ccc(cc1)[N+](=O)[O-],1.296
XIDGIB,2707,CON([C@H]1CCCC[C@H]1N(C=O)OC)/C=C/[N+](=O)[O-],2.707
XIDKAX,1319,COc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-],1.319
XIDKIF,1152,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C,1.152
XIDPEF,1378,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-],1.378
XIDXEQ,2989,[O-][N+](=O)C1=[N+](C)C=N/C/1=C\[N+]#N,2.989
XIFFEX,1679,[O-][N+](=O)c1nn(C)c(=O)c2c1N(CCCO2)Cc1ccccc1,1.679
XIKXUM,1254,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1,1.254
XINFAE,1477,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1O)[N+](=O)[O-])c1ccccc1,1.477
XIQYAY,1271,N#Cc1c(cc(c(c1N)[N+](=O)[O-])c1ccccc1)c1ccco1,1.271
XIRQUM,1549,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC,1.549
XISKAM,1922,[O-][N+](=O)c1ccc(cc1)OCn1ncnc1,1.922
XIVJES,1164,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-],1.164
XIWHOA,1131,CCCN(c1ccc(cc1)[N+](=O)[O-])CCC,1.131
XIXKUK,2162,C[C@@H]1CCC[C@@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,2.162
XIZSAD,1960,C/C(=N/Nc1n(C)nc(c1[N+](=O)[O-])C)/c1ccccn1,1.96
XOJMIT01,1888,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1,1.888
XOKKOY,1364,COc1ccc(c(c1)O)/C=N/c1cccc(c1)[N+](=O)[O-],1.364
XOLRUN,957,[O-][N+](=O)c1ccc(cc1)[C@@H]1Nc2ccccc2c2n1c1ccccc1n2,0.957
XOYYOA,1824,[O-][N+](=O)c1ccc2c(c1)nn(c2C)C,1.824
XOZZAP,1840,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1,1.84
XUBRES,1321,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])OC(=O)C,1.321
XUCJEM,2621,[O-][N+](=O)c1cn(cn1)C,2.621
XUGNIW,1761,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-],1.761
XUMRIH,1991,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1,1.991
XUMRON,2021,[O-][N+](=O)c1cc(ccc1N/N=C/[C@H](c1ccccc1)C)[N+](=O)[O-],2.021
XUMRUT,2008,Cc1ccc(cc1)C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.008
XUWCEX,1735,[O-][N+](=O)c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-],1.735
YACLOD,2219,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1n1c(=O)oc3c1cccc3)[N+](=O)O[N-]2,2.219
YAGTIL,1410,COc1ccc(c(c1)O)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-],1.41
YAHDIW,1324,[O-][N+](=O)c1cccc(c1)NCc1ccccc1,1.324
YAHJOH,3070,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C,3.07
YAHJUN,2144,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-],2.144
YAHQUV,1515,Cc1ccc(cc1)Oc1ccc(cn1)[N+](=O)[O-],1.515
YAHREG,1229,[O-][N+](=O)c1ccc(nc1)Oc1ccc2c(c1)cccc2,1.229
YALQEK,3237,Cn1nc(c(n1)[N+](=O)[O-])N,3.237
YATCOL,1770,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@]1(C)C=C[C@@H]2O[C@H]1OC2,1.77
YAWCEG01,1763,N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N,1.763
YAWHUB,1440,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-],1.44
YAYCIM,1823,[O-][N+](=O)c1ccc(cc1)N1CCOCC1,1.823
YAYDIN,1674,C#CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-],1.674
YEFFAR,2033,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.033
YEFNON,1335,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccc(cc1)C)\C,1.335
YEJCOH,1570,COC(=O)c1ccc(c(c1)[N+](=O)[O-])NC,1.57
YEJNAC01,1707,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-],1.707
YEJVIU,2251,N#[N+][N-][C@@H]1O[C@@H]([C@@H]2[C@H]1OC(O2)(C)C)[C@@H](C[N+](=O)[O-])O,2.251
YEKQAG01,3426,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=N1)[N+](=O)[O-],3.426
YELPUD,1553,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-],1.553
YELQAK,1528,CCOC(=O)c1oncc1C(=O)c1ccc(cc1)[N+](=O)[O-],1.528
YELQEO,1520,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-],1.52
YEYMAR,2232,O/N=C(/c1ccc(cc1)[N+](=O)[O-])\N,2.232
YIBZUF,1261,Cc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O,1.261
YICNAA,1996,[O-][N+](=O)c1ccc(cc1)n1nnnc1n1nnc2c1cccc2,1.996
YIDLEC01,2306,[O-][N+](=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])O,2.306
YIDPIM,1835,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-],1.835
YIFMIK,2414,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],2.414
YIFRAH,1189,[O-][N+](=O)c1ccccc1/C=C/C=N/c1cccc2c1cccc2,1.189
YIJPIQ,1433,OC[C@H]1O[C@@H](Nc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)O,1.433
YIKBUP,3159,O[C@@H]1[C@@H](O)OCC1([N+](=O)[O-])[N+](=O)[O-],3.159
YIKCIE,1763,COc1ccc(cc1)N(c1c([N+](=O)[O-])c(C)nc2n1ncn2)C,1.763
YIKCIH,1252,Oc1ccc(cc1/C=N/c1ccccc1C)[N+](=O)[O-],1.252
YILNOY,2933,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2,2.933
YILPEQ,2122,[O-][N+](=O)c1cnc(nc1)N1CCOCC1,2.122
YIMPOB,1648,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1,1.648
YIMWOI,1441,N#CC(=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-])C#N,1.441
YIQZAA,1854,[O-][N+](=O)/N=C/1\NCCN1Cc1cccc(c1OC)OC,1.854
YIRSIC,1320,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-],1.32
YISYOO,1583,N#CC1=C(N)C(=C(C[C@@H]1c1ccccc1[N+](=O)[O-])C1CC1)C#N,1.583
YITJUG,1164,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-],1.164
YIXNUP,1663,[O-][N+](=O)c1cc2c(cc1)ncn2C,1.663
YODFUT01,1217,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC,1.217
YODHUV,2885,CN1CN/C(=N\[N+](=O)[O-])/N(C1)C,2.885
YODMOT,3202,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-],3.202
YOHLIS,1674,CC(=O)/C(=C/c1ccccc1)/COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.674
YOKJOY,2659,Cc1nn(c(c1)C)c1nnc(nn1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.659
YOPREA,1239,O=c1oc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-],1.239
YORYEJ,3156,O=CNCC([N+](=O)[O-])([N+](=O)[O-])C,3.156
YOVJUP,2116,[O-][N+](=O)c1c(C)ccnc1N,2.116
YOWLUS,2695,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1,2.695
YUGBEH,1220,C[C@H]([C@H](c1ccccc1)O)/N=C/c1ccc(cc1)[N+](=O)[O-],1.22
YUJGIT02,1638,[O-][N+](=O)c1ccc(cc1)/C=N/Nc1ccccc1,1.638
YUNJOG,2252,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-],2.252
YUNXOU,1755,[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-],1.755
YUPZIT,2316,C/C(=C\c1cccc(c1)[N+](=O)[O-])/[N+](=O)[O-],2.316
